d,h,hdo,den,num,dhdo,loghdo
11.2,13.2,17.1,1411,0.350273916,191.52,2.839078464
8.6,7.1,15,1956,0.141981702,129,2.708050201
4.2,3.5,15,1956,0.574266217,63,2.708050201
6.3,7,22.8,956,0.899794988,143.64,3.126760536
8.9,10.3,14.1,2200,0.040400361,125.49,2.646174797
18.5,16.9,18.7,844,0.386538997,345.95,2.928523524
29.6,12,14.8,1022,0.910281302,438.08,2.694627181
7.5,6.1,16.2,1478,0.672131154,121.5,2.785011242
19,15.6,21,922,0.907084116,399,3.044522438
3.9,3,9.7,1644,0.240646411,37.83,2.272125886
5.9,12.3,17.2,1778,0.977243211,101.48,2.844909384
18.5,12.5,17.7,644,0.703349019,327.45,2.87356464
6.9,10.9,16.9,1733,0.315515291,116.61,2.827313622
36.4,14.6,15.1,489,0.396164731,549.64,2.714694744
10.7,6.8,20.1,733,0.602389041,215.07,3.000719815
19.3,10.2,13,1511,0.052778998,250.9,2.564949357
6.9,4.6,16.4,1844,0.182227299,113.16,2.797281335
5.3,6,17.7,644,0.381755295,93.81,2.87356464
5.2,5.9,15.7,656,0.944338183,81.64,2.753660712
11.8,8.9,16.4,1844,0.07498686,193.52,2.797281335
10.4,10.2,15.4,1033,0.042193993,160.16,2.734367509
11.4,12.4,15.7,656,0.408445,178.98,2.753660712
3.9,3.7,16.2,1478,0.168377553,63.18,2.785011242
5.5,14,18.7,844,0.57516197,102.85,2.928523524
15.7,10.5,16.4,1844,0.94011362,257.48,2.797281335
6.6,8.2,13.2,2122,0.519576356,87.12,2.58021683
11.8,7.9,15.8,1522,0.988603253,186.44,2.76000994
14.3,10.5,16.9,1733,0.749753401,241.67,2.827313622
8.3,5.2,16.4,1844,0.481269164,136.12,2.797281335
13.1,8.2,15.7,1022,0.960537072,205.67,2.753660712
11.8,10.9,15.4,967,0.118028753,181.72,2.734367509
10.1,6.8,20.3,800,0.41603799,205.03,3.010620886
16.7,9.7,13,1511,0.517362385,217.1,2.564949357
33.5,22.6,20.5,722,0.133226748,686.75,3.020424886
26.9,10.4,18.1,556,0.318830945,486.89,2.895911938
8.9,8.2,14.1,2200,0.727184657,125.49,2.646174797
11.6,11.2,14.9,1222,0.889952751,172.84,2.701361213
8.4,7.3,16.7,1067,0.015829946,140.28,2.815408719
22.5,14.2,17.1,1411,0.994201785,384.75,2.839078464
14.1,11,16.4,1844,0.268352648,231.24,2.797281335
23.6,12.8,14.9,1222,0.122332689,351.64,2.701361213
11.6,8.7,17.7,644,0.677823027,205.32,2.87356464
13,12.4,17.1,1411,0.256882266,222.3,2.839078464
13.6,7.9,16.7,1067,0.2402147,227.12,2.815408719
33.8,10.6,15,1956,0.322137175,507,2.708050201
20,15.4,20.5,722,0.507466485,410,3.020424886
5.3,5.8,15,1956,0.181272248,79.5,2.708050201
17.3,11.4,17.2,1778,0.63517754,297.56,2.844909384
27,14.4,15,1956,0.68257938,405,2.708050201
15.2,11.1,17.1,1411,0.09379688,259.92,2.839078464
12,8.6,21,922,0.275006553,252,3.044522438
4.8,5.1,20.1,733,0.229686307,96.48,3.000719815
4.1,6.5,13.2,2122,0.748254858,54.12,2.58021683
13.4,13.8,16.6,1656,0.168525145,222.44,2.809402695
5.2,10.1,14.1,2200,0.29362667,73.32,2.646174797
5.6,6.2,11.8,1600,0.524031642,66.08,2.468099531
11.7,12.7,16.6,1656,0.9228931,194.22,2.809402695
9,5.2,15.7,1022,0.269572788,141.3,2.753660712
8.8,7.4,11.8,1600,0.930334214,103.84,2.468099531
3.8,5.3,9.7,1644,0.871228573,36.86,2.272125886
18.7,10.4,16.4,1844,0.487980864,306.68,2.797281335
12.8,9.8,16.9,1733,0.08347557,216.32,2.827313622
9.7,9.9,16.6,1467,0.840017565,161.02,2.809402695
8.8,8.2,21,922,0.325972452,184.8,3.044522438
3.9,5.2,11.8,1600,0.341717688,46.02,2.468099531
10.4,10.7,15,1956,0.0098909,156,2.708050201
18.8,15,20.1,733,0.725530674,377.88,3.000719815
15.8,15.3,15,1956,0.171349001,237,2.708050201
2.3,2.5,16.2,1478,0.008982182,37.26,2.785011242
4.5,9.5,15.4,1033,0.573881546,69.3,2.734367509
19.1,11.7,16.9,1733,0.83294887,322.79,2.827313622
16,15.1,17.1,1411,0.064582067,273.6,2.839078464
6.7,4.6,16.7,1067,0.987993724,111.89,2.815408719
9.8,8.4,16.2,1478,0.949719012,158.76,2.785011242
7,5.3,21.2,967,0.981962588,148.4,3.054001182
16.5,8.7,22.8,956,0.473487575,376.2,3.126760536
9.3,8.1,16.7,1067,0.108322817,155.31,2.815408719
12.6,6.7,7.2,1733,0.022265235,90.72,1.974081026
6.7,7.3,16.7,1067,0.078181552,111.89,2.815408719
12.4,8.3,16.4,1844,0.923235817,203.36,2.797281335
13.9,14.8,16.5,589,0.758725507,229.35,2.803360381
8.1,6.8,16.4,1844,0.188993496,132.84,2.797281335
10.6,10.8,15.8,1522,0.528230329,167.48,2.76000994
18.4,8.6,12.9,633,0.53372112,237.36,2.557227311
11.5,12.8,14.1,2200,0.615421958,162.15,2.646174797
8.5,9.7,17.1,1411,0.049066081,145.35,2.839078464
15.9,12.3,17.2,1778,0.441580084,273.48,2.844909384
8.9,7.9,14.1,2200,0.794908524,125.49,2.646174797
20.2,13.2,16.7,1067,0.62409273,337.34,2.815408719
24.6,14.3,15.1,489,0.066525828,371.46,2.714694744
5.4,4.4,13,1511,0.673630157,70.2,2.564949357
18,13.6,15,1956,0.132710164,270,2.708050201
10.4,10.6,16.4,1844,0.060357961,170.56,2.797281335
12.9,14.2,16.6,1656,0.107937857,214.14,2.809402695
6.2,3.5,15.1,489,0.66840068,93.62,2.714694744
23.5,16.3,20.3,800,0.044160576,477.05,3.010620886
31.5,10.5,12.9,633,0.992266943,406.35,2.557227311
5.6,4.6,9.7,1644,0.411190091,54.32,2.272125886
4.3,4.9,15.4,1033,0.166155126,66.22,2.734367509
13.8,14.2,17.1,1411,0.706873486,235.98,2.839078464
13,10,22.8,956,0.420996932,296.4,3.126760536
24.8,14.2,16.7,1067,0.161167006,414.16,2.815408719
13.7,13.7,15.7,1022,0.375017347,215.09,2.753660712
13.5,11.3,16.4,1844,0.902021574,221.4,2.797281335
32,10.6,15.4,1033,0.453954563,492.8,2.734367509
10.7,11.9,22.8,956,0.496019506,243.96,3.126760536
4.3,4.1,9.7,1644,0.80083673,41.71,2.272125886
14.2,10.4,16.4,1844,0.983637275,232.88,2.797281335
16.5,11.7,15,1956,0.867012727,247.5,2.708050201
11.9,6.3,20.3,800,0.393223115,241.57,3.010620886
12.4,12.6,16.7,1067,0.461159211,207.08,2.815408719
20.7,14.7,14.8,1022,0.6972659,306.36,2.694627181
25.5,16,20.5,722,0.317849482,522.75,3.020424886
19.5,13.9,16.6,1467,0.636989608,323.7,2.809402695
15.1,11.6,16.6,1656,0.858622351,250.66,2.809402695
24.7,10.2,15.4,967,0.345411321,380.38,2.734367509
9,9.6,15.8,1522,0.382382075,142.2,2.76000994
18.1,13.1,15.7,656,0.883974472,284.17,2.753660712
9.4,8.9,14.1,2200,0.198178932,132.54,2.646174797
8.9,8.2,16.5,1356,0.858947945,146.85,2.803360381
3.5,5.4,13,1511,0.008251424,45.5,2.564949357
14.8,8.7,15.4,1033,0.395284316,227.92,2.734367509
16.1,11.6,18.7,844,0.393822032,301.07,2.928523524
14.2,12.1,15.7,1022,0.840875777,222.94,2.753660712
4.8,4.5,16.6,1467,0.628898149,79.68,2.809402695
12.4,12.7,15.7,1022,0.297714752,194.68,2.753660712
8.6,10,16.6,1656,0.063447386,142.76,2.809402695
26.9,14.3,15.4,967,0.197400073,414.26,2.734367509
16.3,10.3,19.6,789,0.674358685,319.48,2.975529566
3.1,3.8,16.2,1478,0.311904331,50.22,2.785011242
10,10,22.8,956,0.634244278,228,3.126760536
26,12.7,16.7,1067,0.455018971,434.2,2.815408719
5.9,6.8,16.9,1733,0.785823153,99.71,2.827313622
2.7,4.4,15.1,489,0.165327288,40.77,2.714694744
8.6,7.6,16.9,1733,0.210925568,145.34,2.827313622
10,8.3,14.9,1222,0.84005096,149,2.701361213
6.9,5.2,13,1511,0.12779903,89.7,2.564949357
14.2,13.4,14.1,2200,0.855003529,200.22,2.646174797
4.5,4.3,15.1,489,0.920944997,67.95,2.714694744
3.6,4.1,9.7,1644,0.64103113,34.92,2.272125886
5.2,5.5,9.7,1644,0.776872688,50.44,2.272125886
13.7,9.6,10.1,1522,0.636427722,138.37,2.312535424
12.1,13,14.1,2200,0.141279515,170.61,2.646174797
25.3,12.6,20.1,733,0.494771742,508.53,3.000719815
5.4,7.5,16.6,1467,0.8652234,89.64,2.809402695
8.3,6.3,11.8,1600,0.339830659,97.94,2.468099531
23,9.7,19.6,789,0.775304302,450.8,2.975529566
6.5,6.8,15,1956,0.151174941,97.5,2.708050201
9.7,9.2,17.1,1411,0.762831707,165.87,2.839078464
29.8,11.8,15.7,1022,0.35126603,467.86,2.753660712
10.2,14.7,14.1,2200,0.643319795,143.82,2.646174797
3.2,4.2,11.8,1600,0.79133734,37.76,2.468099531
4.8,4.6,13,1511,0.149330931,62.4,2.564949357
14.7,15.5,17.2,1778,0.87406707,252.84,2.844909384
16,11.7,14.9,1222,0.066375056,238.4,2.701361213
16.2,10.4,16.4,1844,0.322489259,265.68,2.797281335
12.4,12.4,14.1,2200,0.852922827,174.84,2.646174797
16.2,15.3,16.6,1656,0.376597538,268.92,2.809402695
3.7,4.2,11.8,1600,0.103808347,43.66,2.468099531
6.8,6.2,13,1511,0.415102931,88.4,2.564949357
5.2,2.6,15.4,1033,0.915251651,80.08,2.734367509
11.2,11.6,14.1,2200,0.816118024,157.92,2.646174797
18.7,16.4,21,922,0.717613176,392.7,3.044522438
7.8,6.1,16.9,1733,0.105669248,131.82,2.827313622
19.4,11.3,15.4,1033,0.857434024,298.76,2.734367509
13.3,7.6,18.7,844,0.830435236,248.71,2.928523524
8.4,7.2,20.1,733,0.266888289,168.84,3.000719815
17.4,10.3,15.4,967,0.830574895,267.96,2.734367509
3.1,3.5,16.2,1478,0.40947361,50.22,2.785011242
8.5,6.6,16.6,1467,0.793531865,141.1,2.809402695
9.9,19.9,22.8,956,0.525680247,225.72,3.126760536
7.2,10.8,14.1,2200,0.798854653,101.52,2.646174797
12.8,11.7,22.8,956,0.854193967,291.84,3.126760536
7.1,6.2,16.6,1467,0.778360064,117.86,2.809402695
24.6,12,14.9,1222,0.469057301,366.54,2.701361213
19.8,10.3,16.7,1067,0.408071482,330.66,2.815408719
19.9,18.9,20.3,800,0.31039872,403.97,3.010620886
11.1,8.9,22.8,956,0.379771108,253.08,3.126760536
5.9,5.1,16.2,1478,0.086495909,95.58,2.785011242
7.5,4.6,16.5,589,0.698478172,123.75,2.803360381
9,11.2,17.1,1411,0.915785284,153.9,2.839078464
6.7,2.8,16.7,1067,0.547013492,111.89,2.815408719
7,7.8,15.4,967,0.395551405,107.8,2.734367509
8.1,5.9,15.7,1022,0.418246058,127.17,2.753660712
20.7,8.6,15.4,1033,0.14881559,318.78,2.734367509
10.8,5.9,15.4,967,0.070615984,166.32,2.734367509
12.7,9.1,16.4,1844,0.87293689,208.28,2.797281335
16.8,8.7,20.5,722,0.617012281,344.4,3.020424886
3.9,7,14.1,2200,0.728492933,54.99,2.646174797
3.1,5.1,11.8,1600,0.33819978,36.58,2.468099531
21.2,15.3,16.6,1656,0.138155486,351.92,2.809402695
8.5,12.9,15.4,1033,0.307019013,130.9,2.734367509
21.3,14.8,16.7,1067,0.326777032,355.71,2.815408719
10.2,13.6,17.2,1778,0.785071229,175.44,2.844909384
17,14.6,16.7,1067,0.443194195,283.9,2.815408719
17.6,15.4,16.9,1733,0.245571355,297.44,2.827313622
26.5,12.2,15.4,1033,0.567781575,408.1,2.734367509
5.2,7.2,12.9,633,0.061648033,67.08,2.557227311
9.5,4.9,16.9,1733,0.154096489,160.55,2.827313622
21.4,17.6,20.3,800,0.952648044,434.42,3.010620886
6.3,5.7,16.4,1844,0.935872862,103.32,2.797281335
5.5,6.3,16.2,1478,0.622151712,89.1,2.785011242
4.9,4.4,11.8,1600,0.658912599,57.82,2.468099531
8.4,5.8,11.8,1600,0.665878368,99.12,2.468099531
11.5,7.6,16.6,1467,0.021726642,190.9,2.809402695
18.2,10.7,14.8,1022,0.577093816,269.36,2.694627181
5.1,4.9,13,1511,0.074142122,66.3,2.564949357
17.4,10.6,15.4,1033,0.849942325,267.96,2.734367509
7,6.4,16.2,1478,0.55771506,113.4,2.785011242
24.2,15.1,15.7,656,0.455557293,379.94,2.753660712
18.9,14.2,16.6,1656,0.972214337,313.74,2.809402695
5.1,4.2,16.4,1844,0.747766611,83.64,2.797281335
7.5,8.6,16.6,1467,0.739614952,124.5,2.809402695
3.2,4.8,11.8,1600,0.78757497,37.76,2.468099531
18.9,11.9,15.7,1022,0.731916128,296.73,2.753660712
8,6.4,21,922,0.682031738,168,3.044522438
25.3,15,15.7,1022,0.824226232,397.21,2.753660712
20.1,18.5,20.3,800,0.971281177,408.03,3.010620886
4.2,5.8,9.7,1644,0.339381111,40.74,2.272125886
8.9,11.5,16.6,1656,0.496175758,147.74,2.809402695
7.9,5.1,9.7,1644,0.147431998,76.63,2.272125886
11.6,10.6,16.9,1733,0.091303518,196.04,2.827313622
20,10.7,16.5,589,0.661505003,330,2.803360381
30.8,11.7,15.4,967,0.221016549,474.32,2.734367509
19.7,12.4,17.1,1411,0.736579881,336.87,2.839078464
3.3,3.9,16.2,1478,0.146011856,53.46,2.785011242
3.4,4.5,16.2,1478,0.513499503,55.08,2.785011242
4.8,4.2,15.1,489,0.99284569,72.48,2.714694744
25.4,14.9,18.1,556,0.276353682,459.74,2.895911938
24.5,12,18.1,556,0.830298043,443.45,2.895911938
11,10.3,16.9,1733,0.501541771,185.9,2.827313622
6.8,5.6,11.8,1600,0.287743847,80.24,2.468099531
3.3,4.5,9.7,1644,0.968022754,32.01,2.272125886
24,9.5,19.6,789,0.758527698,470.4,2.975529566
9.3,10.5,20.3,800,0.277538497,188.79,3.010620886
16.6,13.8,15,1956,0.887026121,249,2.708050201
5.8,8,16.6,1467,0.691029855,96.28,2.809402695
3.3,4.1,10.1,1522,0.096247322,33.33,2.312535424
9.2,11.5,17.1,1411,0.31695673,157.32,2.839078464
3.6,3.6,9.7,1644,0.075059598,34.92,2.272125886
11.3,8.4,15.4,1033,0.05819883,174.02,2.734367509
10.1,9.9,17.2,1778,0.230353539,173.72,2.844909384
19,12.4,22.8,956,0.046492786,433.2,3.126760536
18.2,15.6,16.7,1067,0.206154377,303.94,2.815408719
11.2,9.2,15,1956,0.702024807,168,2.708050201
10.1,8,22.8,956,0.730668808,230.28,3.126760536
3.8,3.4,15.7,656,0.533673817,59.66,2.753660712
11.8,10.3,16.6,1467,0.903181157,195.88,2.809402695
13.3,10.4,14.9,1222,0.909858634,198.17,2.701361213
21.2,17.1,16.6,1656,0.1552275,351.92,2.809402695
10.5,9.7,21,922,0.363952662,220.5,3.044522438
30.7,16.6,20.3,800,0.88588389,623.21,3.010620886
11.4,13.1,15,1956,0.163585077,171,2.708050201
3.3,3.4,11.8,1600,0.498514541,38.94,2.468099531
25.6,15.8,17.7,644,0.209271535,453.12,2.87356464
4,5,16.9,1733,0.4350949,67.6,2.827313622
6.7,9.8,11.8,1600,0.965319514,79.06,2.468099531
20.3,9.9,12.9,633,0.73243874,261.87,2.557227311
7.1,9.7,14.1,2200,0.706615465,100.11,2.646174797
16.3,10.5,16.9,1733,0.125185616,275.47,2.827313622
4.9,8.2,14.1,2200,0.708608865,69.09,2.646174797
27.8,13.3,20.1,733,0.387569055,558.78,3.000719815
8.6,5,20.3,800,0.083533035,174.58,3.010620886
7.1,7.5,16.4,1844,0.86846595,116.44,2.797281335
7.5,9.8,17.1,1411,0.369756515,128.25,2.839078464
26.9,16.2,21,922,0.190397352,564.9,3.044522438
19.9,10.7,21,922,0.368099684,417.9,3.044522438
14,12.9,15,1956,0.151813343,210,2.708050201
16.4,13.8,15.4,1033,0.120599899,252.56,2.734367509
4.7,6,15.7,656,0.875423113,73.79,2.753660712
8.6,8.3,16.9,1733,0.685776741,145.34,2.827313622
12.6,9.9,17.7,644,0.807138467,223.02,2.87356464
15.5,10.7,14.9,1222,0.828801774,230.95,2.701361213
14.6,11.4,17.1,1411,0.87980805,249.66,2.839078464
3.2,3.8,10.1,1522,0.270642147,32.32,2.312535424
9.9,12.4,14.1,2200,0.625480341,139.59,2.646174797
7.8,6.7,16.2,1478,0.657252858,126.36,2.785011242
17.4,12.6,15,1956,0.853448589,261,2.708050201
8.1,9.4,15,1956,0.59237196,121.5,2.708050201
18.3,12.4,16.7,1067,0.284847109,305.61,2.815408719
4.8,3,16.4,1844,0.488126789,78.72,2.797281335
9.6,10.9,14.1,2200,0.664865099,135.36,2.646174797
19.2,15.5,16.6,1656,0.286030575,318.72,2.809402695
6.4,6.8,11.8,1600,0.054690454,75.52,2.468099531
13.2,9.9,18.1,556,0.99058558,238.92,2.895911938
18.1,15.6,16.7,1067,0.599303206,302.27,2.815408719
13.3,12.2,17.1,1411,0.599931389,227.43,2.839078464
20,12.9,14.9,1222,0.067914317,298,2.701361213
18.4,12.2,15.4,967,0.21735927,283.36,2.734367509
12.4,13.5,16.4,1844,0.290189353,203.36,2.797281335
12.2,9.3,15.7,656,0.676889397,191.54,2.753660712
16.5,11.4,15.7,1022,0.578769706,259.05,2.753660712
5.2,3.5,16.7,1067,0.810790759,86.84,2.815408719
15.7,13,16.7,1067,0.887109383,262.19,2.815408719
24.6,12.5,15.4,967,0.10768934,378.84,2.734367509
23.4,9.8,13,1511,0.598531598,304.2,2.564949357
23.6,10.6,16.5,589,0.653465267,389.4,2.803360381
12.2,9.6,14.1,2200,0.052744606,172.02,2.646174797
29.2,13.4,15.1,489,0.316698075,440.92,2.714694744
22.3,13.5,16.2,1478,0.891422325,361.26,2.785011242
26.7,11.3,18.1,556,0.81531027,483.27,2.895911938
15.4,6.2,15.4,1033,0.127596349,237.16,2.734367509
15.3,11.8,15.4,967,0.243958509,235.62,2.734367509
14.1,12.5,16.4,1844,0.980528557,231.24,2.797281335
19.9,11.5,17.7,644,0.769461498,352.23,2.87356464
3.8,3.4,12.9,633,0.508456718,49.02,2.557227311
14.7,13,22.8,956,0.493271422,335.16,3.126760536
16.5,12.6,16.4,1844,0.337349694,270.6,2.797281335
15.3,12.4,16.7,1067,0.02977004,255.51,2.815408719
9.8,9.2,22.8,956,0.633665822,223.44,3.126760536
4.3,4.2,7.2,1733,0.703010141,30.96,1.974081026
7.6,3.7,15.4,967,0.435343026,117.04,2.734367509
5.4,6.9,16.6,1467,0.39922166,89.64,2.809402695
12.9,10.4,11.8,1600,0.2202267,152.22,2.468099531
6.1,4.5,15.7,1022,0.416788622,95.77,2.753660712
3.6,2.4,14.9,1222,0.003110369,53.64,2.701361213
9.9,7.2,14.9,1222,0.714137268,147.51,2.701361213
6.6,3.2,20.1,733,0.008809809,132.66,3.000719815
16.3,9.4,14.9,1222,0.626927454,242.87,2.701361213
17.3,9.3,16.4,1844,0.028751267,283.72,2.797281335
24.5,12.4,15.7,1022,0.685524001,384.65,2.753660712
7.6,6.6,10.1,1522,0.366747277,76.76,2.312535424
21,7.6,16.5,589,0.987542756,346.5,2.803360381
4.4,5.4,11.8,1600,0.561449834,51.92,2.468099531
12.7,9.2,14.9,1222,0.819841759,189.23,2.701361213
3.9,5.3,9.7,1644,0.01136535,37.83,2.272125886
15.4,12,21,922,0.34704153,323.4,3.044522438
8.5,7.3,14.9,1222,0.9324306,126.65,2.701361213
9.1,3.9,17.7,644,0.836103456,161.07,2.87356464
17.8,12,22.8,956,0.750300933,405.84,3.126760536
4.6,4.3,15.7,1022,0.504525978,72.22,2.753660712
15.4,10.6,17.2,1778,0.379050205,264.88,2.844909384
11.2,12.4,20.3,800,0.1021031,227.36,3.010620886
11.1,9.4,16.6,1467,0.539805128,184.26,2.809402695
16.2,15.4,17.2,1778,0.839821213,278.64,2.844909384
21.5,11.7,9.7,1644,0.04477125,208.55,2.272125886
25.3,17.1,17.1,1411,0.069459207,432.63,2.839078464
17.5,9.6,12.9,633,0.086035531,225.75,2.557227311
17,13.2,19.6,789,0.507928319,333.2,2.975529566
7.2,6.9,10.1,1522,0.223689979,72.72,2.312535424
6.8,6.9,16.2,1478,0.926846064,110.16,2.785011242
19,12.6,16.4,1844,0.422988306,311.6,2.797281335
10.6,10.2,16.9,1733,0.029052375,179.14,2.827313622
13.9,9.3,19.6,789,0.359762267,272.44,2.975529566
15.4,14.4,15,1956,0.914310349,231,2.708050201
13.4,12.7,16.5,1356,0.221293383,221.1,2.803360381
11.2,12.8,15.1,1067,0.941861952,169.12,2.714694744
9.3,10.9,16.7,1067,0.954497196,155.31,2.815408719
13.7,9.7,13,1511,0.840070958,178.1,2.564949357
22.8,13.4,18.7,844,0.794178302,426.36,2.928523524
6.2,7.8,17.2,1778,0.591614801,106.64,2.844909384
2.9,4.4,9.7,1644,0.143555405,28.13,2.272125886
8.5,12.5,16.9,1733,0.768396951,143.65,2.827313622
13.3,13.6,16.7,1067,0.734881851,222.11,2.815408719
11.9,14.5,17.2,1778,0.300775935,204.68,2.844909384
18.1,11.9,16.4,1844,0.439375559,296.84,2.797281335
13.7,10.5,15,1956,0.497462987,205.5,2.708050201
11.7,11.8,16.6,1467,0.639629341,194.22,2.809402695
4.3,6.4,15,1956,0.904691716,64.5,2.708050201
14.7,12.8,14.1,2200,0.868589248,207.27,2.646174797
2.9,4.3,9.7,1644,0.601820099,28.13,2.272125886
3,2.2,13,1511,0.625011958,39,2.564949357
4.2,2.4,15.7,1022,0.072040522,65.94,2.753660712
11.8,13.2,14.1,2200,0.294251684,166.38,2.646174797
15.3,10.1,16.9,1733,0.737888603,258.57,2.827313622
8.1,7.2,16.4,1844,0.604610573,132.84,2.797281335
25.4,16.2,18.1,556,0.918522663,459.74,2.895911938
11,7.2,18.7,844,0.866868244,205.7,2.928523524
11.5,8.1,20.1,733,0.784716174,231.15,3.000719815
27.4,13.6,16.2,1478,0.472258803,443.88,2.785011242
18.4,11.8,17.1,1411,0.530512259,314.64,2.839078464
15.3,13.5,16.5,589,0.001270869,252.45,2.803360381
8.4,9.1,22.8,956,0.690778012,191.52,3.126760536
7.3,5.8,16.2,1478,0.216060255,118.26,2.785011242
2.8,3.9,9.7,1644,0.647514531,27.16,2.272125886
14.1,11.1,12.9,633,0.068362295,181.89,2.557227311
26.7,12.2,14.9,1222,0.871058439,397.83,2.701361213
20.6,15.6,20.3,800,0.830745025,418.18,3.010620886
15.6,10.3,17.2,1778,0.861785795,268.32,2.844909384
3.7,3.3,16.2,1478,0.422947667,59.94,2.785011242
11.6,9.8,17.2,1778,0.653167762,199.52,2.844909384
10.2,12.3,14.1,2200,0.828445779,143.82,2.646174797
14.4,11.2,15.4,1033,0.18872815,221.76,2.734367509
15.4,7.3,15.4,967,0.836645294,237.16,2.734367509
15.9,11.3,17.2,1778,0.544266157,273.48,2.844909384
9.5,11.4,16.4,1844,0.86767256,155.8,2.797281335
13.6,9.3,16.7,1067,0.819509589,227.12,2.815408719
26.7,15.9,16.5,589,0.24068367,440.55,2.803360381
3.5,3.2,16.9,1733,0.270771026,59.15,2.827313622
4.8,4.7,11.8,1600,0.976067683,56.64,2.468099531
20.7,9.4,16.7,1067,0.697487828,345.69,2.815408719
12.2,6.4,13,1511,0.999419289,158.6,2.564949357
14.8,10.2,14.9,1222,0.88556137,220.52,2.701361213
17.7,12.6,14.9,1222,0.461256442,263.73,2.701361213
13.3,15.6,20.5,722,0.738874149,272.65,3.020424886
2.2,2.8,16.2,1478,0.801936239,35.64,2.785011242
15.4,11.2,18.1,556,0.250049517,278.74,2.895911938
16,11.6,17.2,1778,0.703949306,275.2,2.844909384
23,13.4,14.9,1222,0.684199939,342.7,2.701361213
10,9.3,16.9,1733,0.408107527,169,2.827313622
14.9,12.5,16.6,1656,0.133184478,247.34,2.809402695
12.1,13.4,14.1,2200,0.762946187,170.61,2.646174797
8,7.9,16.7,1067,0.122136861,133.6,2.815408719
6.7,2.8,17.1,1411,0.342305032,114.57,2.839078464
25.7,15.3,18.1,556,0.811078587,465.17,2.895911938
4.1,4.5,16.2,1478,0.144248214,66.42,2.785011242
12.3,9.7,16.4,1844,0.564379607,201.72,2.797281335
7.6,5,11.8,1600,0.304074931,89.68,2.468099531
5.5,4.5,16.2,1478,0.139989044,89.1,2.785011242
17.6,15.4,14.9,1222,0.948373611,262.24,2.701361213
20.1,14.4,16.9,1733,0.009880545,339.69,2.827313622
20.2,13.1,16.5,589,0.847396388,333.3,2.803360381
23.9,13.1,21,922,0.368325591,501.9,3.044522438
18.2,12,20.3,800,0.479517234,369.46,3.010620886
10.7,9.4,16.5,1356,0.109585308,176.55,2.803360381
11,9.8,16.9,1733,0.936864616,185.9,2.827313622
21.2,13.7,16.7,1067,0.928800029,354.04,2.815408719
28.2,9.6,13,1511,0.980825509,366.6,2.564949357
28.2,12.4,16.2,1478,0.588771525,456.84,2.785011242
11.3,12.3,14.1,2200,0.832162192,159.33,2.646174797
5.5,5.2,15,1956,0.582578959,82.5,2.708050201
15.6,9.7,16.9,1733,0.45804275,263.64,2.827313622
8,6.8,12.9,633,0.77877881,103.2,2.557227311
8,7.5,15.8,1522,0.745387596,126.4,2.76000994
16.1,10.4,17.1,1411,0.074978657,275.31,2.839078464
4.1,2.7,15.7,656,0.296067715,64.37,2.753660712
9.6,9.4,14.1,2200,0.818650825,135.36,2.646174797
15.8,10.2,13,1511,0.258727618,205.4,2.564949357
15.6,12.8,21,922,0.187472752,327.6,3.044522438
18.6,10.2,12.9,633,0.25809812,239.94,2.557227311
14.5,9.9,16.9,1733,0.899190972,245.05,2.827313622
8,6.5,16.2,1478,0.505166944,129.6,2.785011242
12.5,10.3,16.4,1844,0.030001089,205,2.797281335
8.1,7.4,21,922,0.725937624,170.1,3.044522438
4.3,2.7,16.9,1733,0.004943251,72.67,2.827313622
15.9,13.5,15,1956,0.25959344,238.5,2.708050201
2.7,3.6,9.7,1644,0.011913173,26.19,2.272125886
5.4,4.4,13,1511,0.746533358,70.2,2.564949357
18.8,16.5,21,922,0.183420032,394.8,3.044522438
28.1,15.4,21,922,0.864621818,590.1,3.044522438
22.7,14,15.7,1022,0.081352847,356.39,2.753660712
22,15.1,16.5,589,0.6144192,363,2.803360381
14.1,12.1,16.4,1844,0.284167919,231.24,2.797281335
16.1,12.7,18.7,844,0.843192896,301.07,2.928523524
28.6,18,21,922,0.381703193,600.6,3.044522438
19,5.7,7.2,1733,0.189226737,136.8,1.974081026
12.1,11.8,14.1,2200,0.734816508,170.61,2.646174797
11.6,10,20.3,800,0.816210997,235.48,3.010620886
3.6,4.4,11.8,1600,0.925563399,42.48,2.468099531
13.4,12.2,14.1,2200,0.90771325,188.94,2.646174797
12.7,10.1,16.4,1844,0.466114186,208.28,2.797281335
3.4,4.7,11.8,1600,0.491828146,40.12,2.468099531
28.2,9.3,19.6,789,0.715837515,552.72,2.975529566
19.5,11.8,17.7,644,0.538990051,345.15,2.87356464
15.7,7.9,17.1,1411,0.129570828,268.47,2.839078464
7.5,6.3,18.7,844,0.767964498,140.25,2.928523524
30.3,15.6,18.7,844,0.623927029,566.61,2.928523524
13.2,9.3,22.8,956,0.022343151,300.96,3.126760536
4.3,4.2,9.7,1644,0.807956773,41.71,2.272125886
15.3,14.9,17.2,1778,0.201853238,263.16,2.844909384
25.7,14,15.7,656,0.399511109,403.49,2.753660712
6.4,5.2,21.2,967,0.811155996,135.68,3.054001182
4.6,4.3,11.8,1600,0.462931336,54.28,2.468099531
9,9,16.9,1733,0.605543315,152.1,2.827313622
4.8,4.3,17.2,1778,0.385383327,82.56,2.844909384
