d,h,hdo,den,,,,,
9.3,5.1,7.1,1044,,,,,
9.3,4.8,14.8,1022,,,,,
9.4,13.2,17.7,2278,,,,,
9.4,11.3,16.6,1467,,,,,
9.4,11.2,17.7,2278,,,,,
9.4,10,13.2,2122,,,,,
9.4,9.9,17.7,2278,,,,,
9.4,9.3,15.8,1522,,,,,
9.4,9,14,2333,,,,,
9.4,8.2,14.5,978,,,,,
9.4,8,14,2333,,,,,
9.4,8,10.4,500,,,,,
9.4,8,17.7,2278,,,,,
9.4,8,14.8,1967,,,,,
9.4,7.9,16.5,1356,,,,,
9.4,7.7,19.6,789,,,,,
9.4,7.1,7.2,1733,,,,,
9.4,6.5,7.1,1044,,,,,
9.4,6.4,14.8,1967,,,,,
9.4,6,6.9,1356,,,,,
9.4,5.4,15.1,1067,,,,,
9.4,3.8,5.7,533,,,,,
9.5,12.7,21.5,1667,,,,,
9.5,12.3,17.7,2278,,,,,
9.5,11.4,15.1,1656,,,,,
9.5,10.7,16.1,1656,,,,,
9.5,10.7,17.7,2278,,,,,
9.5,9.4,13.2,2122,,,,,
9.5,9.2,14.8,1967,,,,,
9.5,9.1,21.2,967,,,,,
9.5,8.5,17.7,2278,,,,,
9.5,7.5,6.8,767,,,,,
9.5,6.9,10.1,1522,,,,,
9.5,6.8,7.2,1733,,,,,
9.5,6.8,10.1,1522,,,,,
9.5,6.7,10.4,500,,,,,
9.5,6.3,14,2333,,,,,
9.5,6.2,7.2,1733,,,,,
9.5,6.1,6.8,767,,,,,
9.5,6,7.1,1044,,,,,
9.5,5.7,6.4,911,,,,,
9.5,5.6,6.8,767,,,,,
9.5,5.6,6.8,767,,,,,
9.5,5.5,15.1,589,,,,,
9.5,5.4,6.4,911,,,,,
9.5,5,6.9,1356,,,,,
9.5,5,6.8,767,,,,,
9.5,4.9,6.8,767,,,,,
9.5,4.8,6,1322,,,,,
9.6,12,14.6,789,,,,,
9.6,11.5,16.1,1656,,,,,
9.6,10.8,16.2,1678,,,,,
9.6,10.6,16.2,1156,,,,,
9.6,9.9,16.2,1156,,,,,
9.6,9.1,15.1,1411,,,,,
9.6,8.6,14.1,2200,,,,,
9.6,7,14,2333,,,,,
9.6,7,14.5,978,,,,,
9.6,7,14.8,1967,,,,,
9.6,6.7,7.1,1044,,,,,
9.6,6.7,15.8,1522,,,,,
9.6,6.5,7.1,1044,,,,,
9.6,5.5,7.1,1044,,,,,
9.6,4.5,6.8,767,,,,,
9.7,11.4,18.8,1233,,,,,
9.7,11.2,16.3,1556,,,,,
9.7,10.9,17.7,2278,,,,,
9.7,10.9,15.8,1522,,,,,
9.7,10.8,15.1,1656,,,,,
9.7,10.3,13.2,2122,,,,,
9.7,10.1,16.3,1556,,,,,
9.7,10,16.1,1656,,,,,
9.7,9.9,16.2,1156,,,,,
9.7,9.3,14.4,1689,,,,,
9.7,8.5,16.2,1678,,,,,
9.7,8.4,14.6,789,,,,,
9.7,7.9,14.1,2200,,,,,
9.7,7.2,14,2333,,,,,
9.7,6.9,7.1,1044,,,,,
9.7,5.9,6.9,1356,,,,,
9.7,5.8,6.8,767,,,,,
9.7,5.6,14,2333,,,,,
9.7,5,6,600,,,,,
9.7,4.7,6,600,,,,,
9.8,11.1,17.7,2278,,,,,
9.8,10.6,14.8,1967,,,,,
9.8,10.2,17.7,2278,,,,,
9.8,9.7,17.3,1122,,,,,
9.8,9.5,14,2333,,,,,
9.8,9.4,13.2,2122,,,,,
9.8,9.2,21.5,1667,,,,,
9.8,8.6,14,2333,,,,,
9.8,8.4,14.6,789,,,,,
9.8,7.7,15.1,1411,,,,,
9.8,7.2,15.1,589,,,,,
9.8,7.1,7.1,1044,,,,,
9.8,6.7,14,2333,,,,,
9.8,6.6,10.1,1522,,,,,
9.8,6.2,14,2333,,,,,
9.8,5.3,6.9,1356,,,,,
9.9,11.6,13.2,2122,,,,,
9.9,11.2,15.7,1022,,,,,
9.9,10.7,14,2333,,,,,
9.9,9.6,14,2333,,,,,
9.9,7.6,17.7,2278,,,,,
9.9,6.9,7.2,1733,,,,,
9.9,6.9,14.8,1967,,,,,
9.9,6.8,10.1,1522,,,,,
9.9,6.5,10.1,1522,,,,,
9.9,6.4,7.1,1044,,,,,
9.9,6.4,6.1,722,,,,,
9.9,6.3,7.1,1044,,,,,
9.9,6.3,6,1322,,,,,
9.9,5.8,6.9,1356,,,,,
9.9,5.8,10.1,1522,,,,,
9.9,5.2,9.7,1644,,,,,
9.9,4.9,6,600,,,,,
9.9,4.7,10.4,500,,,,,
10,12.3,14.4,1689,,,,,
10,10.6,15.1,1656,,,,,
10,10.5,13.2,2122,,,,,
10,9.8,21.2,967,,,,,
10,9.4,13.2,2122,,,,,
10,8.8,13.2,2122,,,,,
10,7.4,14,2333,,,,,
10,7.2,7.2,1733,,,,,
10,7,14.5,978,,,,,
10,6.8,7.2,1733,,,,,
10,6.6,13.1,811,,,,,
10,6.5,6.9,1356,,,,,
10,6.5,10.1,1522,,,,,
10,6.3,9.7,1644,,,,,
10,5.9,16.5,1356,,,,,
10,5.8,6.8,767,,,,,
10,5.7,6.4,911,,,,,
10,5.6,6.4,911,,,,,
10,5.2,9.7,1644,,,,,
10.1,12.2,16.2,1678,,,,,
10.1,11.7,15.8,1522,,,,,
10.1,11.5,16.6,1656,,,,,
10.1,11.1,10.4,500,,,,,
10.1,10.7,21.2,967,,,,,
10.1,10.5,17.7,2278,,,,,
10.1,9.6,15.1,1656,,,,,
10.1,8.1,14,2333,,,,,
10.1,7.4,14,2333,,,,,
10.1,7.3,14.5,978,,,,,
10.1,7,19.6,789,,,,,
10.1,6.3,7.1,1044,,,,,
10.1,6.2,7.2,1733,,,,,
10.1,6.1,13.2,2122,,,,,
10.1,5.9,7.1,1044,,,,,
10.1,5.6,7.2,1733,,,,,
10.1,5.4,7.2,1733,,,,,
10.1,4.3,7.1,1044,,,,,
10.2,17.2,20.3,1011,,,,,
10.2,14.7,14,2333,,,,,
10.2,13.3,17.3,1122,,,,,
10.2,12.3,17.2,1778,,,,,
10.2,11.7,16.6,1656,,,,,
10.2,11.4,17.7,2278,,,,,
10.2,10.6,15.1,1411,,,,,
10.2,10.5,13.2,2122,,,,,
10.2,10.4,14.5,978,,,,,
10.2,10.1,17.3,1122,,,,,
10.2,10,17.7,2278,,,,,
10.2,9.4,16.5,1356,,,,,
10.2,8.9,10.4,500,,,,,
10.2,8.7,14,2333,,,,,
10.2,8.6,15.8,1522,,,,,
10.2,8.4,13.2,2122,,,,,
10.2,8.4,14.5,978,,,,,
10.2,8.4,17.7,2278,,,,,
10.2,8.2,13.1,811,,,,,
10.2,7.8,17.3,1122,,,,,
10.2,7.1,10.4,500,,,,,
10.2,6.7,18.8,1233,,,,,
10.2,6.4,7.1,1044,,,,,
10.2,6.4,7.2,1733,,,,,
10.2,6.3,15.7,422,,,,,
10.2,6.2,7.2,1733,,,,,
10.2,6.1,6.1,722,,,,,
10.2,6,5.7,533,,,,,
10.2,5.9,6.1,722,,,,,
10.2,5.7,15.1,1411,,,,,
10.2,5.6,15,1956,,,,,
10.2,5.4,9.7,1644,,,,,
10.2,5.2,6.9,1356,,,,,
10.2,5.1,9.7,1644,,,,,
10.3,12.5,17.7,2278,,,,,
10.3,11.8,13.2,2122,,,,,
10.3,11.3,13.2,2122,,,,,
10.3,9.9,13.2,2122,,,,,
10.3,9.7,13.2,2122,,,,,
10.3,9.1,16.2,1678,,,,,
10.3,8.7,14,2333,,,,,
10.3,8,16.1,1656,,,,,
10.3,7.5,14,2333,,,,,
10.3,7.1,10.1,1522,,,,,
10.3,7,16.2,1678,,,,,
10.3,6.9,7.1,1044,,,,,
10.3,6.6,15.7,422,,,,,
10.3,6.4,14,2333,,,,,
10.3,6.3,6.9,1356,,,,,
10.3,5.1,6.4,911,,,,,
10.3,4.9,7.2,1733,,,,,
10.4,13.8,21.5,1667,,,,,
10.4,12.2,17.7,2278,,,,,
10.4,12.2,21.2,967,,,,,
10.4,11.7,16.2,1156,,,,,
10.4,11.4,17.7,2278,,,,,
10.4,10.7,17.7,2278,,,,,
10.4,9.9,14.8,1967,,,,,
10.4,9.7,14.8,1022,,,,,
10.4,9.6,17.7,2278,,,,,
10.4,9.1,14,2333,,,,,
10.4,8.4,14.5,978,,,,,
10.4,8.3,14,2333,,,,,
10.4,7.5,14,2333,,,,,
10.4,7.2,14,2333,,,,,
10.4,7.1,14,2333,,,,,
10.4,6.4,14,2333,,,,,
10.4,6.3,14,2333,,,,,
10.4,5.4,7.8,989,,,,,
10.4,5,14,2333,,,,,
10.5,16.9,21.5,1667,,,,,
10.5,13.9,21.5,1667,,,,,
10.5,12.5,21.5,1667,,,,,
10.5,11.8,13.2,2122,,,,,
10.5,11.8,15.8,1522,,,,,
10.5,11.6,16.2,1678,,,,,
10.5,11.5,16.1,1656,,,,,
10.5,11.5,16.2,1678,,,,,
10.5,11.5,18.8,1233,,,,,
10.5,11.4,16.3,1556,,,,,
10.5,11.1,15.8,1522,,,,,
10.5,11,16.1,1656,,,,,
10.5,10.8,14.5,978,,,,,
10.5,10.4,14,2333,,,,,
10.5,10.2,13.1,811,,,,,
10.5,10.2,18.8,1233,,,,,
10.5,9.1,10.4,500,,,,,
10.5,9.1,16.2,1678,,,,,
10.5,8.1,14,2333,,,,,
10.5,7.2,13.1,811,,,,,
10.5,6.8,15.7,1022,,,,,
10.5,6.7,13.1,811,,,,,
10.5,6.7,10.1,1522,,,,,
10.5,6.5,10.1,1522,,,,,
10.5,6.3,7.1,1044,,,,,
10.5,6.1,6.4,911,,,,,
10.5,5.8,7.2,1733,,,,,
10.5,5.8,10.1,1522,,,,,
10.5,5.5,6.4,911,,,,,
10.5,5.3,10.4,500,,,,,
10.5,4.9,6.8,767,,,,,
10.5,4.9,10.4,500,,,,,
10.6,16.7,20.3,1011,,,,,
10.6,13.4,17.7,2278,,,,,
10.6,12.7,16.2,1678,,,,,
10.6,12.3,17.7,2278,,,,,
10.6,12.1,16.3,1556,,,,,
10.6,11.9,16.2,1678,,,,,
10.6,11.5,10.4,500,,,,,
10.6,11.5,17.7,2278,,,,,
10.6,11.3,14.4,1689,,,,,
10.6,11.3,16.2,1678,,,,,
10.6,10.4,14,2333,,,,,
10.6,10.4,14.8,1967,,,,,
10.6,10.3,17.7,889,,,,,
10.6,9.8,14.8,1967,,,,,
10.6,9.6,13.2,2122,,,,,
10.6,9.5,14,2333,,,,,
10.6,9.4,13.1,811,,,,,
10.6,8.7,14.8,1967,,,,,
10.6,7.8,10.4,500,,,,,
10.6,7.6,15.7,422,,,,,
10.6,6.5,6.8,767,,,,,
10.6,6.3,9.7,1644,,,,,
10.6,5.6,6.8,767,,,,,
10.7,15.2,20.3,1011,,,,,
10.7,15,21.5,1667,,,,,
10.7,12.2,17.7,2278,,,,,
10.7,12.2,14.8,1967,,,,,
10.7,12,16.1,1656,,,,,
10.7,11.2,13.2,2122,,,,,
10.7,10.3,16.2,1678,,,,,
10.7,9.7,13.2,2122,,,,,
10.7,7.7,20.5,722,,,,,
10.7,7.6,14,2333,,,,,
10.7,7.4,21.2,967,,,,,
10.7,6.4,7.2,1733,,,,,
10.7,6.2,6.9,1356,,,,,
10.7,6.2,15.7,422,,,,,
10.7,5.1,6.9,1356,,,,,
10.7,4.6,10.1,1522,,,,,
10.8,13,16.2,1678,,,,,
10.8,12.9,17.7,2278,,,,,
10.8,12.8,15.1,1411,,,,,
10.8,12.4,21.5,1667,,,,,
10.8,12.3,15.1,1411,,,,,
10.8,11.7,20.5,722,,,,,
10.8,11.5,13.2,2122,,,,,
10.8,10.9,16.1,1656,,,,,
10.8,10.8,14.8,1967,,,,,
10.8,10.6,16.2,1156,,,,,
10.8,10.4,14,2333,,,,,
10.8,10.1,13.2,2122,,,,,
10.8,9.9,13.2,2122,,,,,
10.8,9.9,13.2,2122,,,,,
10.8,9.8,14,2333,,,,,
10.8,9.8,14.8,1967,,,,,
10.8,7.5,6.8,767,,,,,
10.8,6,10.1,1522,,,,,
10.8,5.9,15.1,1411,,,,,
10.9,14.3,21.5,1667,,,,,
10.9,14,17.7,889,,,,,
10.9,12.1,17.7,2278,,,,,
10.9,11.5,15.8,1522,,,,,
10.9,11.4,15.1,1656,,,,,
10.9,10.4,16.6,1656,,,,,
10.9,10,16.2,1156,,,,,
10.9,9.6,13.1,811,,,,,
10.9,8.4,14,2333,,,,,
10.9,8.1,14,2333,,,,,
10.9,8.1,13.2,2122,,,,,
10.9,8.1,14.8,1967,,,,,
10.9,6.2,9.7,1644,,,,,
11,14.1,15.1,1656,,,,,
11,13.9,21.5,1667,,,,,
11,13.7,15.1,1656,,,,,
11,12.8,17.7,2278,,,,,
11,12.6,13.4,778,,,,,
11,12.2,15.1,1656,,,,,
11,12.1,16.3,1556,,,,,
11,12,21.5,1667,,,,,
11,11.3,14,2333,,,,,
11,10.2,15.1,1656,,,,,
11,9.6,14.8,1967,,,,,
11,8.8,14,2333,,,,,
11,8.4,14.6,789,,,,,
11,8.4,15.1,1411,,,,,
11,7.2,10.1,1522,,,,,
11,6.5,6.8,767,,,,,
11,6.4,14,2333,,,,,
11,6.3,7.2,1733,,,,,
11,6.3,7.2,1733,,,,,
11.1,13.1,17.7,2278,,,,,
11.1,12.5,16.2,1678,,,,,
11.1,12.2,14,2333,,,,,
11.1,11.9,13.2,2122,,,,,
11.1,11.4,17.7,2278,,,,,
11.1,11.4,17.7,889,,,,,
11.1,10.9,16.3,1556,,,,,
11.1,10.5,16.6,1656,,,,,
11.1,10.2,16.1,1656,,,,,
11.1,9.8,14,2333,,,,,
11.1,9.4,14,2333,,,,,
11.1,9.3,14,2333,,,,,
11.1,8.4,16.2,1678,,,,,
11.1,7.6,14.5,978,,,,,
11.1,7.4,14.8,1022,,,,,
11.1,6.9,15.1,1656,,,,,
11.1,6.5,7.8,989,,,,,
11.1,6.3,10.1,1522,,,,,
11.1,6,6.8,767,,,,,
11.1,5.7,7.8,989,,,,,
11.1,5.4,5.7,533,,,,,
11.2,17.6,20.5,722,,,,,
11.2,13.4,16.3,1556,,,,,
11.2,13.4,17.7,2278,,,,,
11.2,13.4,15.1,1656,,,,,
11.2,13.1,20.5,722,,,,,
11.2,13,16.3,1556,,,,,
11.2,12.7,14.1,2200,,,,,
11.2,11.9,14.4,1689,,,,,
11.2,11.4,16.1,1656,,,,,
11.2,11.3,17.2,1778,,,,,
11.2,11.3,17.7,2278,,,,,
11.2,11.2,19.6,789,,,,,
11.2,11,16.2,1156,,,,,
11.2,10.2,14,2333,,,,,
11.2,9.8,16.1,1656,,,,,
11.2,8.9,14,2333,,,,,
11.2,8.9,14,2333,,,,,
11.2,8.2,16.2,1678,,,,,
11.2,7,7.8,989,,,,,
11.2,6,9.7,1644,,,,,
11.2,5.9,14,2333,,,,,
11.2,5.7,7.8,989,,,,,
11.3,13.7,16.3,1556,,,,,
11.3,13.5,18.8,1233,,,,,
11.3,12.7,16.2,1678,,,,,
11.3,12.5,16.3,1556,,,,,
11.3,12.5,15.1,1656,,,,,
11.3,12.4,16.2,1678,,,,,
11.3,12,17.7,2278,,,,,
11.3,11.5,14.5,978,,,,,
11.3,10.8,13.2,2122,,,,,
11.3,10.7,13.2,2122,,,,,
11.3,10.5,14.8,1967,,,,,
11.3,10.5,16.2,1678,,,,,
11.3,9.9,14,2333,,,,,
11.3,9.6,14,2333,,,,,
11.3,9.6,16.1,1656,,,,,
11.3,8.7,13.1,811,,,,,
11.3,8.1,14,2333,,,,,
11.3,7.9,17.3,1122,,,,,
11.3,7.2,6.9,1356,,,,,
11.3,7,14,2333,,,,,
11.3,6.8,14,2333,,,,,
11.3,6.8,14.8,1022,,,,,
11.3,6.8,10.4,500,,,,,
11.3,6.6,7.1,1044,,,,,
11.3,6.2,7.8,989,,,,,
11.3,6.2,10.1,1522,,,,,
11.3,5.8,7.8,989,,,,,
11.4,15.8,16.1,1656,,,,,
11.4,14,16.2,1678,,,,,
11.4,13.8,17.3,1122,,,,,
11.4,13.4,16.2,1156,,,,,
11.4,12.3,14.8,1967,,,,,
11.4,12.1,14.4,1689,,,,,
11.4,12.1,16.2,1678,,,,,
11.4,11.6,17.7,2278,,,,,
11.4,11.1,16.2,1678,,,,,
11.4,11.1,16.5,1356,,,,,
11.4,10.8,17.7,2278,,,,,
11.4,10.8,16.2,1156,,,,,
11.4,10.5,17.7,2278,,,,,
11.4,10.3,14.5,978,,,,,
11.4,10.1,15.1,1411,,,,,
11.4,9.4,14,2333,,,,,
11.4,9.2,14.8,1967,,,,,
11.4,8.4,14,2333,,,,,
11.4,7.3,7.8,989,,,,,
11.4,6.3,10.1,1522,,,,,
11.4,5.3,9.7,1644,,,,,
11.5,16.1,21.5,1667,,,,,
11.5,14.5,21.5,1667,,,,,
11.5,14.3,21.5,1667,,,,,
11.5,14.1,17.7,2278,,,,,
11.5,13.2,15.8,1522,,,,,
11.5,12.6,17.7,2278,,,,,
11.5,12.5,17.7,2278,,,,,
11.5,11.7,14.5,978,,,,,
11.5,11.3,13.2,2122,,,,,
11.5,10.7,15.1,589,,,,,
11.5,10.3,16.2,1678,,,,,
11.5,10.2,16.2,1156,,,,,
11.5,9.9,14.4,1689,,,,,
11.5,9.5,14.8,1967,,,,,
11.5,8.9,14,2333,,,,,
11.5,8.7,15,1956,,,,,
11.5,7.9,20.5,722,,,,,
11.5,7.8,14,2333,,,,,
11.5,7.3,7.8,989,,,,,
11.5,7.1,7.2,1733,,,,,
11.5,7,10.4,500,,,,,
11.5,5.5,16.1,689,,,,,
11.6,13.1,17.7,2278,,,,,
11.6,13,17.7,2278,,,,,
11.6,12.9,17.7,2278,,,,,
11.6,12.9,15.1,1656,,,,,
11.6,12.5,15.8,1522,,,,,
11.6,12.4,13.4,778,,,,,
11.6,12.1,15.1,1656,,,,,
11.6,12,18.8,1233,,,,,
11.6,11.5,16.2,1156,,,,,
11.6,11.3,13.2,2122,,,,,
11.6,11.3,16.6,1467,,,,,
11.6,11,15.1,1411,,,,,
11.6,10.9,13.2,2122,,,,,
11.6,10.2,15.1,1656,,,,,
11.6,10.1,13.2,2122,,,,,
11.6,10,15.1,1656,,,,,
11.6,7.5,15.7,422,,,,,
11.6,7,14,2333,,,,,
11.6,5.1,14,2333,,,,,
11.7,15.9,16.2,1678,,,,,
11.7,11.7,16.3,1556,,,,,
11.7,11.2,15.1,1656,,,,,
11.7,11,16.6,1656,,,,,
11.7,10.7,15.1,1656,,,,,
11.7,9.6,14,2333,,,,,
11.7,8.8,14,2333,,,,,
11.7,8.8,13.2,2122,,,,,
11.7,7.3,14,2333,,,,,
11.7,6.7,7.2,1733,,,,,
11.7,5.9,7.2,1733,,,,,
11.8,13.4,18.8,1233,,,,,
11.8,12.6,16.3,1556,,,,,
11.8,12,19.6,789,,,,,
11.8,11.6,13.1,811,,,,,
11.8,11.4,15.1,1656,,,,,
11.8,11.3,16.2,1678,,,,,
11.8,11,13.2,2122,,,,,
11.8,10.9,14.5,978,,,,,
11.8,10.4,16.6,1656,,,,,
11.8,10.3,14.5,978,,,,,
11.8,10.1,15.8,1522,,,,,
11.8,10,14.5,978,,,,,
11.8,10,15.8,1522,,,,,
11.8,9.8,14,2333,,,,,
11.8,9.4,14,2333,,,,,
11.8,9.2,16.2,1156,,,,,
11.8,8.4,13.9,767,,,,,
11.8,7.9,15.1,1411,,,,,
11.8,7.6,14,2333,,,,,
11.8,7.6,13.9,767,,,,,
11.8,7,14.6,789,,,,,
11.9,12.9,15.8,1522,,,,,
11.9,12.2,14,2333,,,,,
11.9,12.1,16.2,1678,,,,,
11.9,10.8,14.6,789,,,,,
11.9,10.8,13.4,778,,,,,
11.9,10.4,13.2,2122,,,,,
11.9,8.7,14,2333,,,,,
11.9,8.1,13.2,2122,,,,,
12,14.7,17.7,2278,,,,,
12,14.2,21.5,1667,,,,,
12,12.9,15.1,1656,,,,,
12,12.7,16.3,1556,,,,,
12,12.4,17.7,2278,,,,,
12,12.1,13.1,811,,,,,
12,11.8,13.2,2122,,,,,
12,11.7,13.2,2122,,,,,
12,11.7,17.7,2278,,,,,
12,11.5,17.7,2278,,,,,
12,11,16.1,1656,,,,,
12,10.8,14.8,1967,,,,,
12,10.8,16.2,1678,,,,,
12,10.7,16.3,1556,,,,,
12,10.6,14.8,1967,,,,,
12,10.5,15.1,1411,,,,,
12,10.4,16.1,1656,,,,,
12,10.1,15.8,1522,,,,,
12,10.1,16.1,689,,,,,
12,9.7,14,2333,,,,,
12,9.5,14,2333,,,,,
12,9.2,14.4,1689,,,,,
12,9.1,10.1,1522,,,,,
12,8.8,14,2333,,,,,
12,8.1,14,2333,,,,,
12,7.9,13.4,778,,,,,
12,6.9,13.9,767,,,,,
12,6.8,7.2,1733,,,,,
12,6.3,9.7,1644,,,,,
12,6.1,10.4,500,,,,,
12,5.4,14.6,789,,,,,
12.1,14.4,17.7,2278,,,,,
12.1,14.3,21.5,1667,,,,,
12.1,13.5,13.4,778,,,,,
12.1,13.5,15.8,1522,,,,,
12.1,13,16.2,1678,,,,,
12.1,12.8,14.4,1689,,,,,
12.1,12.6,16.3,1556,,,,,
12.1,12.6,15.1,1656,,,,,
12.1,12.2,16.3,1556,,,,,
12.1,11.8,16.3,1556,,,,,
12.1,11.7,16.5,1356,,,,,
12.1,11.4,16.3,1556,,,,,
12.1,11.4,14.8,1967,,,,,
12.1,10.7,16.2,1156,,,,,
12.1,10.4,14.8,1022,,,,,
12.1,10.3,15.1,589,,,,,
12.1,10.1,14,2333,,,,,
12.1,9.7,19.6,789,,,,,
12.1,8.2,14,2333,,,,,
12.1,7.7,7.8,989,,,,,
12.1,7.2,7.8,989,,,,,
12.1,7.1,15.7,422,,,,,
12.1,7.1,14.5,978,,,,,
12.1,7,7.8,989,,,,,
12.1,6.1,17.7,2278,,,,,
12.1,5.7,9.7,1644,,,,,
12.1,5.7,10.1,1522,,,,,
12.1,4.8,14.8,1022,,,,,
12.2,17.1,20.3,1011,,,,,
12.2,16.3,21.5,1667,,,,,
12.2,15.6,16.2,1678,,,,,
12.2,13.5,17.7,2278,,,,,
12.2,12.5,16.2,1678,,,,,
12.2,12.2,14,2333,,,,,
12.2,11.9,16.1,1656,,,,,
12.2,11.9,14.8,1967,,,,,
12.2,11.8,16.5,1356,,,,,
12.2,10.9,14,2333,,,,,
12.2,10.5,16.1,1656,,,,,
12.2,10.5,14.8,1967,,,,,
12.2,10.4,14.8,1967,,,,,
12.2,10.2,16.1,1656,,,,,
12.2,9.4,16.5,1356,,,,,
12.2,8.4,14,2333,,,,,
12.2,8.2,13.1,811,,,,,
12.2,8.1,14.8,1022,,,,,
12.2,8,13.1,811,,,,,
12.2,6.8,7.8,989,,,,,
12.2,6.7,14,2333,,,,,
12.2,6.2,7.2,1733,,,,,
12.2,6,16.2,1156,,,,,
12.2,4.8,14,2333,,,,,
12.3,13.4,16.3,1556,,,,,
12.3,12.9,17.7,2278,,,,,
12.3,12.7,14.5,978,,,,,
12.3,12.2,16.1,1656,,,,,
12.3,12.1,14.8,1967,,,,,
12.3,12.1,14.8,1967,,,,,
12.3,11.9,14.5,978,,,,,
12.3,11.9,15.1,1656,,,,,
12.3,11.2,13.2,2122,,,,,
12.3,10.1,16.2,1678,,,,,
12.3,8.7,14,2333,,,,,
12.3,7.8,21.2,967,,,,,
12.3,7.6,7.8,989,,,,,
12.3,7.5,14,2333,,,,,
12.3,7.2,10.1,1522,,,,,
12.3,7,7.8,989,,,,,
12.3,6.9,10.1,1522,,,,,
12.3,6.7,7.8,989,,,,,
12.3,6.6,9.7,1644,,,,,
12.3,5,14,2333,,,,,
12.4,15.8,21.5,1667,,,,,
12.4,13.5,14,2333,,,,,
12.4,13.2,16.3,1556,,,,,
12.4,12.7,18.8,1233,,,,,
12.4,12.5,15,1956,,,,,
12.4,12.2,14.8,1022,,,,,
12.4,12.2,14.1,2200,,,,,
12.4,12.1,16.6,1656,,,,,
12.4,11.9,15.1,1411,,,,,
12.4,11.9,17.7,2278,,,,,
12.4,11.7,15.8,1522,,,,,
12.4,11.6,15.1,1067,,,,,
12.4,11.6,19.6,789,,,,,
12.4,11.3,13.2,2122,,,,,
12.4,11,14.4,1689,,,,,
12.4,10.9,15.1,1411,,,,,
12.4,10.6,16.2,1156,,,,,
12.4,10.2,13.2,2122,,,,,
12.4,10,14.8,1967,,,,,
12.4,9.9,16.2,1678,,,,,
12.4,9.8,14.5,978,,,,,
12.4,9.7,14,2333,,,,,
12.4,9.6,17.7,2278,,,,,
12.4,9,13.4,778,,,,,
12.4,8.9,16.1,689,,,,,
12.4,8.4,15.1,1411,,,,,
12.4,7.6,10.4,500,,,,,
12.4,7.3,10.4,500,,,,,
12.5,17,21.5,1667,,,,,
12.5,14.3,14.4,1689,,,,,
12.5,13.6,16.5,1356,,,,,
12.5,13.5,16.2,1156,,,,,
12.5,13.2,16.3,1556,,,,,
12.5,12.3,15.1,1656,,,,,
12.5,11.8,16.1,1656,,,,,
12.5,11.8,15.1,1656,,,,,
12.5,11.3,14.1,556,,,,,
12.5,11.2,16.1,1656,,,,,
12.5,11.1,16.1,1656,,,,,
12.5,10.8,13.2,2122,,,,,
12.5,10.8,16.1,1656,,,,,
12.5,10.6,10.4,500,,,,,
12.5,10.3,13.2,2122,,,,,
12.5,10.1,14,2333,,,,,
12.5,10,17.7,2278,,,,,
12.5,10,15.1,1656,,,,,
12.5,9.9,10.4,500,,,,,
12.5,9.7,13.1,811,,,,,
12.5,9.2,13.1,811,,,,,
12.5,8.6,14,2333,,,,,
12.5,8.2,14,2333,,,,,
12.5,8,16.2,1678,,,,,
12.5,7.5,14.8,1022,,,,,
12.5,6.8,7.8,989,,,,,
12.5,6.6,13.9,767,,,,,
12.5,6.3,7.8,989,,,,,
12.6,15.6,21.5,1667,,,,,
12.6,13.7,17.7,2278,,,,,
12.6,13.5,15.1,1656,,,,,
12.6,12.5,16.1,1656,,,,,
12.6,12.3,14.8,1967,,,,,
12.6,12.2,17.7,2278,,,,,
12.6,11.7,15.1,1656,,,,,
12.6,11.6,16.1,1656,,,,,
12.6,11.5,14.4,1689,,,,,
12.6,11.2,14,2333,,,,,
12.6,11.1,15.1,1656,,,,,
12.6,10.9,13.2,2122,,,,,
12.6,10.6,14.5,978,,,,,
12.6,10.4,15.8,1522,,,,,
12.6,10.2,14,2333,,,,,
12.6,9.6,14,2333,,,,,
12.6,9.2,14.1,556,,,,,
12.6,7.9,14,2333,,,,,
12.6,6.7,14.6,789,,,,,
12.6,5.1,14.5,978,,,,,
12.6,4.9,15.1,589,,,,,
12.7,14.6,17.7,2278,,,,,
12.7,14.1,21.5,1667,,,,,
12.7,13.7,17.7,2278,,,,,
12.7,13.2,16.2,1678,,,,,
12.7,13.1,15.1,1656,,,,,
12.7,12.7,17.7,2278,,,,,
12.7,12.5,17.7,2278,,,,,
12.7,11.8,20.3,1011,,,,,
12.7,11.7,17.7,2278,,,,,
12.7,11.7,16.2,1678,,,,,
12.7,10.4,16.2,1678,,,,,
12.7,10.3,19.6,789,,,,,
12.7,9.1,13.1,811,,,,,
12.7,8.9,21.2,967,,,,,
12.7,7.7,7.8,989,,,,,
12.7,7.6,14,2333,,,,,
12.7,7.5,14,2333,,,,,
12.7,6.6,10.1,1522,,,,,
12.7,6.5,7.2,1733,,,,,
12.7,5.7,20.5,722,,,,,
12.8,13.8,15.8,1522,,,,,
12.8,13.7,17.7,2278,,,,,
12.8,13.6,15.1,1067,,,,,
12.8,12.8,16.6,1656,,,,,
12.8,12.7,16.2,1678,,,,,
12.8,12.4,15.1,1411,,,,,
12.8,12.4,15.8,1522,,,,,
12.8,12.2,17.7,2278,,,,,
12.8,12,15.8,1522,,,,,
12.8,11.7,16.1,1656,,,,,
12.8,11.4,14.4,1689,,,,,
