d,h,hdo,den,,,,,
15.6,14.9,21.5,1667,,,,,
15.6,14.3,18.8,1233,,,,,
15.6,13.9,14,2333,,,,,
15.6,13.6,15.1,1411,,,,,
15.6,13.1,16.6,1656,,,,,
15.6,13.1,14.5,978,,,,,
15.6,13.1,17.7,2278,,,,,
15.6,13.1,15.1,1656,,,,,
15.6,13.1,16.2,1156,,,,,
15.6,13,18.8,1233,,,,,
15.6,12.8,16.6,1656,,,,,
15.6,12.6,16.1,1656,,,,,
15.6,12.5,16.1,1656,,,,,
15.6,12.5,13.4,778,,,,,
15.6,12.4,16.1,1656,,,,,
15.6,12.4,15.1,1656,,,,,
15.6,12.2,13.2,2122,,,,,
15.6,12,14.5,978,,,,,
15.6,12,14.8,1967,,,,,
15.6,11.9,14.8,1022,,,,,
15.6,11.9,16.3,1556,,,,,
15.6,11.9,19.6,789,,,,,
15.6,11.8,16.1,1656,,,,,
15.6,11.7,14.8,1967,,,,,
15.6,11.5,15.1,1411,,,,,
15.6,11.4,15.8,1522,,,,,
15.6,11.2,15.1,1411,,,,,
15.6,11.1,14.8,1967,,,,,
15.6,10.9,15.8,1522,,,,,
15.6,10.8,13.9,767,,,,,
15.6,10.6,14.8,1967,,,,,
15.6,10.5,15.1,1656,,,,,
19.2,5.8,13.4,778,,,,,
16.5,6.4,18.8,1233,,,,,
16.9,6.5,13.4,778,,,,,
18.1,6.5,20.5,722,,,,,
17,6.6,7.8,989,,,,,
23,6.7,20.5,722,,,,,
24.7,6.9,16.5,1356,,,,,
15.8,7.1,16.2,1678,,,,,
15.9,7.1,10.1,1522,,,,,
17,7.1,10.1,1522,,,,,
15.7,7.2,10.1,1522,,,,,
16.3,7.3,7.8,989,,,,,
16.7,7.3,14,2333,,,,,
17.4,7.3,14.8,1967,,,,,
19,7.4,13.4,778,,,,,
18.1,7.5,17.7,2278,,,,,
16.8,7.6,14,2333,,,,,
16.1,7.8,7.8,989,,,,,
18,8,13.1,811,,,,,
16.2,8.1,13.1,811,,,,,
16.3,8.2,17.3,1122,,,,,
16.8,8.2,16.2,1678,,,,,
18.4,8.2,14.1,2200,,,,,
16.8,8.5,20.5,722,,,,,
17.4,8.5,14,2333,,,,,
17.7,8.5,15.7,422,,,,,
16,8.7,14.6,789,,,,,
16.7,8.7,13.9,767,,,,,
16.8,8.7,20.5,722,,,,,
19.2,8.7,16.2,1678,,,,,
22.6,8.7,14.6,789,,,,,
15.6,8.8,13.9,767,,,,,
17.1,8.8,16.2,1678,,,,,
17.2,8.8,15.7,422,,,,,
18.5,8.8,14.1,556,,,,,
15.9,8.9,16.2,1678,,,,,
18,8.9,13.1,811,,,,,
20.7,8.9,19.6,789,,,,,
24,9,19.6,789,,,,,
25,9,19.6,789,,,,,
15.6,9.1,15.7,422,,,,,
16.8,9.1,14,2333,,,,,
17.4,9.1,17.3,1122,,,,,
16.8,9.2,14.8,1022,,,,,
16.9,9.2,13.1,811,,,,,
17,9.2,14,2333,,,,,
17.5,9.2,14,2333,,,,,
19.5,9.3,14.1,556,,,,,
28.2,9.3,19.6,789,,,,,
15.6,9.4,14,2333,,,,,
15.6,9.4,13.9,767,,,,,
15.8,9.4,13.1,811,,,,,
16.3,9.4,13.4,778,,,,,
16.4,9.4,16.2,1678,,,,,
17.6,9.4,15.7,422,,,,,
18.7,9.4,14.1,556,,,,,
15.9,9.5,15.7,422,,,,,
16.4,9.5,16.1,689,,,,,
15.6,9.6,15.1,1067,,,,,
16.9,9.6,15.7,422,,,,,
17.6,9.6,14,2333,,,,,
17.7,9.6,14.6,789,,,,,
18.8,9.6,16.3,1556,,,,,
19.4,9.6,13.2,2122,,,,,
19.6,9.6,15.1,1067,,,,,
20.1,9.6,14.6,789,,,,,
20.2,9.6,10.1,1522,,,,,
15.7,9.7,14,2333,,,,,
16.3,9.7,13.9,767,,,,,
17.8,9.7,16.3,1556,,,,,
18.1,9.7,14.6,789,,,,,
23,9.7,19.6,789,,,,,
16.4,9.8,14.6,789,,,,,
16.8,9.8,15.1,1656,,,,,
16.9,9.8,13.1,811,,,,,
18,9.8,15.1,1067,,,,,
15.7,9.9,17.3,1122,,,,,
16.1,9.9,13.1,811,,,,,
17.1,9.9,16.2,1678,,,,,
18.2,9.9,15,1956,,,,,
15.6,10,13.1,811,,,,,
15.8,10,16.2,1156,,,,,
16.1,10,16.2,1156,,,,,
16.2,10,14.6,789,,,,,
16.2,10,19.6,789,,,,,
21.5,10,15.7,422,,,,,
16.1,10.1,13.1,811,,,,,
16.8,10.1,16.2,1156,,,,,
16.9,10.1,14.8,1967,,,,,
18.4,10.1,15.7,422,,,,,
20.1,10.1,15,1956,,,,,
15.6,10.2,16.2,1678,,,,,
15.6,10.2,16.2,1678,,,,,
16.2,10.2,13.9,767,,,,,
16.2,10.2,13.4,778,,,,,
16.8,10.2,13.1,811,,,,,
17.2,10.2,16.2,1156,,,,,
17.8,10.2,15.8,1522,,,,,
18.1,10.2,14.1,556,,,,,
18.4,10.2,14.4,1689,,,,,
18.6,10.2,14.5,978,,,,,
20.2,10.2,13.9,767,,,,,
16.1,10.3,14.6,789,,,,,
16.3,10.3,19.6,789,,,,,
16.3,10.3,14.1,556,,,,,
16.8,10.3,14.4,1689,,,,,
17.4,10.3,16.1,1656,,,,,
17.5,10.3,13.2,2122,,,,,
15.7,10.4,14.4,1689,,,,,
15.9,10.4,15.1,1067,,,,,
16.1,10.4,14.6,789,,,,,
18.3,10.4,14.1,556,,,,,
20,10.4,13.4,778,,,,,
28.9,10.4,19.6,789,,,,,
15.7,10.5,16.2,1156,,,,,
15.7,10.5,16.2,1156,,,,,
15.8,10.5,14.6,789,,,,,
16.6,10.5,13.9,767,,,,,
16.8,10.5,21.2,967,,,,,
17.5,10.5,14,2333,,,,,
17.6,10.5,16.2,1678,,,,,
17.6,10.5,16.2,1156,,,,,
17.7,10.5,13.1,811,,,,,
19,10.5,15.7,422,,,,,
19.1,10.5,13.2,2122,,,,,
19.6,10.5,15.7,422,,,,,
19.7,10.5,13.4,778,,,,,
19.8,10.5,16.1,689,,,,,
21.8,10.5,19.6,789,,,,,
22.2,10.5,14.6,789,,,,,
16.2,10.6,13.2,2122,,,,,
16.6,10.6,16.2,1678,,,,,
17,10.6,14.4,1689,,,,,
17.4,10.6,14,2333,,,,,
17.5,10.6,15.1,1067,,,,,
18.2,10.6,14.4,1689,,,,,
18.3,10.6,15.8,1522,,,,,
18.9,10.6,14.6,789,,,,,
19.9,10.6,13.9,767,,,,,
21.7,10.6,15.1,1067,,,,,
15.8,10.7,16.1,1656,,,,,
15.8,10.7,15.1,1411,,,,,
15.9,10.7,14.6,789,,,,,
15.9,10.7,22.4,867,,,,,
16.1,10.7,13.2,2122,,,,,
17.2,10.7,13.4,778,,,,,
17.6,10.7,13.2,2122,,,,,
17.7,10.7,15.1,1067,,,,,
19.7,10.7,13.9,767,,,,,
28.3,10.7,14.8,1022,,,,,
16,10.8,14.4,1689,,,,,
16.1,10.8,14.6,789,,,,,
16.1,10.8,15.7,422,,,,,
16.2,10.8,13.4,778,,,,,
16.5,10.8,14.4,1689,,,,,
16.5,10.8,15.1,1656,,,,,
16.6,10.8,15.8,1522,,,,,
16.8,10.8,14,2333,,,,,
17,10.8,13.4,778,,,,,
17.2,10.8,13.4,778,,,,,
17.2,10.8,15.8,1522,,,,,
17.4,10.8,16.2,1678,,,,,
17.9,10.8,14.4,1689,,,,,
17.9,10.8,15.1,1067,,,,,
17.9,10.8,16.1,1656,,,,,
18.1,10.8,13.9,767,,,,,
19.9,10.8,13.4,778,,,,,
24.1,10.8,19.6,789,,,,,
24.4,10.8,19.6,789,,,,,
24.5,10.8,21.5,1667,,,,,
16,10.9,16.2,1156,,,,,
16.3,10.9,15.1,1411,,,,,
16.6,10.9,14.8,1967,,,,,
16.9,10.9,16.2,1156,,,,,
17.1,10.9,13.1,811,,,,,
17.2,10.9,13.2,2122,,,,,
17.2,10.9,14.8,1967,,,,,
18.1,10.9,15.8,1522,,,,,
18.2,10.9,16.1,689,,,,,
18.8,10.9,13.1,811,,,,,
18.8,10.9,16.2,1678,,,,,
18.8,10.9,14.1,556,,,,,
19.7,10.9,15.1,589,,,,,
20,10.9,14.1,556,,,,,
21.1,10.9,19.6,789,,,,,
15.8,11,15.8,1522,,,,,
16.3,11,13.1,811,,,,,
16.7,11,14.6,789,,,,,
17,11,14.8,1967,,,,,
17.5,11,15.1,1067,,,,,
18.6,11,13.2,2122,,,,,
19,11,15.1,1067,,,,,
19.8,11,13.9,767,,,,,
22.9,11,14.6,789,,,,,
25.5,11,15.8,1522,,,,,
27.8,11,16.1,689,,,,,
15.9,11.1,16.3,1556,,,,,
16.3,11.1,13.9,767,,,,,
16.9,11.1,14.4,1689,,,,,
17,11.1,16.2,1156,,,,,
19.3,11.1,16.2,1156,,,,,
19.5,11.1,13.4,778,,,,,
19.7,11.1,15.7,422,,,,,
20,11.1,14.8,1967,,,,,
21.2,11.1,19.6,789,,,,,
23.6,11.1,13.9,767,,,,,
15.7,11.2,14.5,978,,,,,
15.8,11.2,13.9,767,,,,,
16.1,11.2,15.1,1067,,,,,
17.1,11.2,13.9,767,,,,,
18,11.2,14.1,556,,,,,
18.5,11.2,13.9,767,,,,,
18.5,11.2,14.1,556,,,,,
19.4,11.2,16.2,1678,,,,,
19.8,11.2,15.8,1522,,,,,
20.3,11.2,13.4,778,,,,,
33,11.2,14.8,1022,,,,,
15.8,11.3,16.1,1656,,,,,
15.9,11.3,14.4,1689,,,,,
16,11.3,14.4,1689,,,,,
16.2,11.3,16.1,1656,,,,,
16.7,11.3,14.4,1689,,,,,
16.8,11.3,16.2,1156,,,,,
16.9,11.3,14.4,1689,,,,,
16.9,11.3,15.1,1411,,,,,
17,11.3,15.1,1067,,,,,
17.2,11.3,16.2,1678,,,,,
17.4,11.3,15.7,422,,,,,
17.7,11.3,14.8,1967,,,,,
17.8,11.3,16.1,1656,,,,,
17.8,11.3,16.2,1678,,,,,
18.1,11.3,13.9,767,,,,,
18.3,11.3,17.7,2278,,,,,
18.5,11.3,13.2,2122,,,,,
19.3,11.3,16.1,1656,,,,,
19.9,11.3,17.7,2278,,,,,
25.9,11.3,19.6,789,,,,,
15.8,11.4,13.2,2122,,,,,
16,11.4,13.1,811,,,,,
16.1,11.4,13.2,2122,,,,,
16.5,11.4,16.5,1356,,,,,
17.9,11.4,13.4,778,,,,,
18,11.4,14.4,1689,,,,,
18.2,11.4,15.8,1522,,,,,
18.8,11.4,17.3,1122,,,,,
18.9,11.4,16.2,1156,,,,,
22.3,11.4,14.1,556,,,,,
22.7,11.4,17.3,1122,,,,,
23.2,11.4,20.5,722,,,,,
15.9,11.5,13.2,2122,,,,,
16.1,11.5,16.2,1678,,,,,
16.2,11.5,14.8,1022,,,,,
16.8,11.5,15.1,1067,,,,,
17.1,11.5,14.8,1967,,,,,
17.2,11.5,13.9,767,,,,,
17.5,11.5,13.4,778,,,,,
17.6,11.5,15.1,1656,,,,,
17.8,11.5,15.1,1067,,,,,
18.2,11.5,14,2333,,,,,
18.4,11.5,13.2,2122,,,,,
18.5,11.5,13.2,2122,,,,,
18.7,11.5,13.4,778,,,,,
19,11.5,13.1,811,,,,,
19.1,11.5,14.4,1689,,,,,
19.3,11.5,13.4,778,,,,,
19.5,11.5,15.7,422,,,,,
19.5,11.5,16.1,689,,,,,
20.1,11.5,14.8,1967,,,,,
15.7,11.6,16.1,1656,,,,,
15.7,11.6,14.8,1967,,,,,
16.1,11.6,14.8,1967,,,,,
16.2,11.6,14.6,789,,,,,
16.3,11.6,15.1,1067,,,,,
16.7,11.6,13.1,811,,,,,
16.7,11.6,13.1,811,,,,,
16.7,11.6,14.4,1689,,,,,
16.7,11.6,15.1,1067,,,,,
16.8,11.6,15.1,589,,,,,
16.8,11.6,18.8,1233,,,,,
17,11.6,14.4,1689,,,,,
17.2,11.6,14.4,1689,,,,,
17.7,11.6,16.2,1678,,,,,
17.8,11.6,15.8,1522,,,,,
18.6,11.6,13.2,2122,,,,,
18.9,11.6,13.9,767,,,,,
19.5,11.6,14.4,1689,,,,,
29.6,11.6,19.6,789,,,,,
16.1,11.7,14.8,1967,,,,,
16.2,11.7,13.9,767,,,,,
16.2,11.7,14.4,1689,,,,,
16.2,11.7,18.8,1233,,,,,
16.4,11.7,14.1,556,,,,,
16.5,11.7,13.9,767,,,,,
16.5,11.7,15.1,1656,,,,,
16.6,11.7,15.1,1656,,,,,
16.8,11.7,14.4,1689,,,,,
16.8,11.7,15.1,1411,,,,,
16.8,11.7,22.4,867,,,,,
16.9,11.7,14.4,1689,,,,,
17.4,11.7,13.2,2122,,,,,
17.4,11.7,16.2,1156,,,,,
17.4,11.7,17.3,1122,,,,,
17.9,11.7,13.9,767,,,,,
18.3,11.7,16.2,1678,,,,,
18.4,11.7,13.4,778,,,,,
18.7,11.7,14.4,1689,,,,,
18.8,11.7,15.1,589,,,,,
18.9,11.7,16.1,689,,,,,
19,11.7,14.4,1689,,,,,
19.2,11.7,15.8,1522,,,,,
19.4,11.7,15.1,1067,,,,,
19.6,11.7,14.5,978,,,,,
19.6,11.7,14.1,556,,,,,
19.7,11.7,13.2,2122,,,,,
19.7,11.7,14.8,1967,,,,,
19.8,11.7,13.2,2122,,,,,
20,11.7,15.1,1656,,,,,
20.2,11.7,13.4,778,,,,,
21,11.7,13.1,811,,,,,
23.2,11.7,19.6,789,,,,,
15.7,11.8,13.2,2122,,,,,
16.1,11.8,16.1,1656,,,,,
16.1,11.8,14.5,978,,,,,
16.4,11.8,15.1,1656,,,,,
16.4,11.8,14.1,556,,,,,
16.5,11.8,15.1,1067,,,,,
16.5,11.8,15.1,589,,,,,
16.8,11.8,13.9,767,,,,,
16.8,11.8,16.1,1656,,,,,
16.9,11.8,14.8,1022,,,,,
17,11.8,16.1,1656,,,,,
17.3,11.8,13.1,811,,,,,
17.5,11.8,14.6,789,,,,,
17.8,11.8,15.7,422,,,,,
17.9,11.8,19.6,789,,,,,
18.3,11.8,15.1,1067,,,,,
18.4,11.8,14.8,1967,,,,,
20.2,11.8,13.9,767,,,,,
15.8,11.9,13.2,2122,,,,,
15.9,11.9,14.4,1689,,,,,
16,11.9,16.2,1678,,,,,
16.2,11.9,13.2,2122,,,,,
16.4,11.9,16.2,1678,,,,,
16.5,11.9,14.5,978,,,,,
16.8,11.9,16.2,1156,,,,,
16.9,11.9,15.1,1067,,,,,
17.2,11.9,17.3,1122,,,,,
17.3,11.9,14.1,556,,,,,
17.4,11.9,15.8,1522,,,,,
17.5,11.9,14.5,978,,,,,
17.6,11.9,16.1,1656,,,,,
17.6,11.9,21.5,1667,,,,,
17.7,11.9,13.2,2122,,,,,
17.7,11.9,15.1,1067,,,,,
17.8,11.9,14.1,556,,,,,
18.3,11.9,14.1,556,,,,,
18.9,11.9,15.1,589,,,,,
19,11.9,14.5,978,,,,,
19.2,11.9,16.2,1678,,,,,
19.4,11.9,13.2,2122,,,,,
19.9,11.9,13.4,778,,,,,
20.4,11.9,13.9,767,,,,,
23.3,11.9,19.6,789,,,,,
15.7,12,16.1,1656,,,,,
15.8,12,14.8,1022,,,,,
16,12,16.1,1656,,,,,
16.4,12,15.1,1067,,,,,
16.4,12,16.2,1156,,,,,
16.5,12,13.2,2122,,,,,
16.5,12,14.4,1689,,,,,
16.7,12,14.4,1689,,,,,
16.9,12,14.8,1022,,,,,
17.2,12,15.1,1411,,,,,
17.8,12,14.4,1689,,,,,
17.9,12,14.4,1689,,,,,
18,12,16.1,1656,,,,,
18.2,12,15.1,1411,,,,,
18.5,12,14.8,1967,,,,,
18.6,12,13.2,2122,,,,,
18.6,12,14.4,1689,,,,,
18.8,12,16.2,1156,,,,,
18.9,12,14.1,556,,,,,
19,12,13.2,2122,,,,,
19.7,12,14.1,556,,,,,
19.8,12,13.1,811,,,,,
20.2,12,14.6,789,,,,,
20.5,12,13.2,2122,,,,,
20.5,12,16.2,1156,,,,,
22.1,12,13.4,778,,,,,
23.2,12,15.7,422,,,,,
27.2,12,14.8,1022,,,,,
15.8,12.1,14.8,1967,,,,,
15.8,12.1,15.8,1522,,,,,
15.9,12.1,16.2,1678,,,,,
16.2,12.1,16.1,1656,,,,,
16.2,12.1,15.8,1522,,,,,
16.3,12.1,16.6,1656,,,,,
16.5,12.1,15.1,1067,,,,,
16.5,12.1,17.7,2278,,,,,
16.8,12.1,14.5,978,,,,,
17,12.1,14.8,1022,,,,,
17.1,12.1,14.6,789,,,,,
17.2,12.1,13.1,811,,,,,
17.4,12.1,16.2,1678,,,,,
17.4,12.1,15.1,589,,,,,
17.8,12.1,15.8,1522,,,,,
17.9,12.1,15.8,1522,,,,,
18,12.1,13.2,2122,,,,,
18.1,12.1,18.8,1233,,,,,
18.5,12.1,14.1,556,,,,,
18.7,12.1,14.8,1022,,,,,
19.5,12.1,13.4,778,,,,,
19.6,12.1,16.6,1656,,,,,
20,12.1,13.4,778,,,,,
20.1,12.1,14.1,556,,,,,
20.6,12.1,14.4,1689,,,,,
21,12.1,15.8,1522,,,,,
21.4,12.1,13.4,778,,,,,
25.8,12.1,19.6,789,,,,,
15.8,12.2,14.8,1022,,,,,
15.8,12.2,16.1,1656,,,,,
16.1,12.2,14.8,1022,,,,,
16.3,12.2,17.7,2278,,,,,
16.4,12.2,14.8,1967,,,,,
16.6,12.2,15.1,1067,,,,,
16.9,12.2,14.4,1689,,,,,
17.3,12.2,13.9,767,,,,,
17.5,12.2,16.2,1156,,,,,
17.7,12.2,14.8,1967,,,,,
17.9,12.2,14.8,1967,,,,,
18.4,12.2,13.2,2122,,,,,
18.8,12.2,20.5,722,,,,,
19.2,12.2,16.2,1678,,,,,
19.4,12.2,17.3,1122,,,,,
19.5,12.2,15.1,1067,,,,,
20.7,12.2,18.8,1233,,,,,
20.8,12.2,16.2,1678,,,,,
21.3,12.2,15.8,1522,,,,,
24,12.2,14.8,1967,,,,,
15.8,12.3,14.4,1689,,,,,
15.9,12.3,14.4,1689,,,,,
16,12.3,15.1,1411,,,,,
16.1,12.3,16.1,1656,,,,,
16.2,12.3,14.4,1689,,,,,
16.2,12.3,14.4,1689,,,,,
16.2,12.3,14.5,978,,,,,
16.3,12.3,16.3,1556,,,,,
16.4,12.3,16.1,1656,,,,,
16.4,12.3,16.2,1678,,,,,
16.4,12.3,18.8,1233,,,,,
16.5,12.3,16.1,1656,,,,,
16.5,12.3,14.8,1967,,,,,
16.5,12.3,21.5,1667,,,,,
16.5,12.3,17.3,1122,,,,,
16.5,12.3,18.8,1233,,,,,
16.6,12.3,16.2,1156,,,,,
16.7,12.3,14.8,1967,,,,,
17,12.3,13.4,778,,,,,
17.1,12.3,15.8,1522,,,,,
17.4,12.3,14.4,1689,,,,,
17.4,12.3,16.1,1656,,,,,
17.5,12.3,14.4,1689,,,,,
17.7,12.3,14.8,1967,,,,,
17.8,12.3,13.2,2122,,,,,
17.8,12.3,14.1,556,,,,,
18.1,12.3,13.9,767,,,,,
18.2,12.3,15.1,1067,,,,,
18.2,12.3,15.8,1522,,,,,
18.3,12.3,15.8,1522,,,,,
18.4,12.3,13.2,2122,,,,,
18.5,12.3,16.1,1656,,,,,
18.5,12.3,13.4,778,,,,,
18.6,12.3,15.1,589,,,,,
19,12.3,16.6,1656,,,,,
19,12.3,16.2,1156,,,,,
19.1,12.3,15.1,1067,,,,,
19.2,12.3,14.5,978,,,,,
23,12.3,13.2,2122,,,,,
23.1,12.3,15.1,589,,,,,
24.8,12.3,13.9,767,,,,,
25.1,12.3,13.4,778,,,,,
15.7,12.4,15.1,1656,,,,,
15.9,12.4,14.4,1689,,,,,
16.1,12.4,14.4,1689,,,,,
16.1,12.4,15.7,1022,,,,,
16.2,12.4,14.4,1689,,,,,
16.2,12.4,15.1,1656,,,,,
16.4,12.4,15.1,1411,,,,,
16.8,12.4,14.8,1967,,,,,
17,12.4,13.2,2122,,,,,
17,12.4,14.4,1689,,,,,
17.1,12.4,16.1,1656,,,,,
17.1,12.4,15.8,1522,,,,,
17.1,12.4,16.2,1156,,,,,
17.3,12.4,14.4,1689,,,,,
17.5,12.4,15.8,1522,,,,,
18,12.4,15.1,1067,,,,,
18.1,12.4,16.2,1156,,,,,
18.2,12.4,13.4,778,,,,,
18.3,12.4,14.4,1689,,,,,
18.3,12.4,14.8,1967,,,,,
18.3,12.4,14.8,1967,,,,,
18.3,12.4,15.1,1656,,,,,
18.3,12.4,17.3,1122,,,,,
18.8,12.4,17.7,2278,,,,,
19.2,12.4,18.8,1233,,,,,
19.4,12.4,16.6,1656,,,,,
19.5,12.4,14.1,556,,,,,
19.5,12.4,14.1,556,,,,,
19.9,12.4,14.8,1967,,,,,
20.5,12.4,16.2,1156,,,,,
20.7,12.4,15.1,1411,,,,,
20.9,12.4,13.9,767,,,,,
21,12.4,16.1,689,,,,,
21.1,12.4,16.1,689,,,,,
21.6,12.4,13.2,2122,,,,,
23.1,12.4,19.6,789,,,,,
24.1,12.4,15.7,422,,,,,
24.3,12.4,13.9,767,,,,,
16,12.5,14.6,789,,,,,
16.1,12.5,16.1,1656,,,,,
16.2,12.5,14.4,1689,,,,,
16.4,12.5,14.8,1022,,,,,
16.8,12.5,16.2,1156,,,,,
17.1,12.5,13.2,2122,,,,,
17.4,12.5,14.8,1967,,,,,
17.4,12.5,16.2,1678,,,,,
17.8,12.5,14.8,1022,,,,,
18.1,12.5,14.8,1967,,,,,
18.1,12.5,13.4,778,,,,,
18.2,12.5,15.1,1656,,,,,
18.4,12.5,14.8,1022,,,,,
18.5,12.5,21.5,1667,,,,,
18.5,12.5,15.8,1522,,,,,
18.6,12.5,15.7,1022,,,,,
19,12.5,13.9,767,,,,,
19,12.5,13.9,767,,,,,
19.1,12.5,14.8,1022,,,,,
19.2,12.5,14.8,1967,,,,,
19.6,12.5,13.4,778,,,,,
19.8,12.5,13.2,2122,,,,,
20,12.5,14.1,556,,,,,
20.2,12.5,14.1,556,,,,,
20.8,12.5,16.1,1656,,,,,
21.4,12.5,15.1,1656,,,,,
21.5,12.5,13.9,767,,,,,
22.2,12.5,16.1,689,,,,,
23.3,12.5,16.2,1678,,,,,
15.8,12.6,16.2,1678,,,,,
16,12.6,14.8,1967,,,,,
16.1,12.6,16.1,1656,,,,,
16.1,12.6,16.2,1678,,,,,
16.2,12.6,14.8,1967,,,,,
16.4,12.6,14.4,1689,,,,,
16.5,12.6,14.6,789,,,,,
16.5,12.6,15.1,1656,,,,,
16.6,12.6,13.9,767,,,,,
17,12.6,15.1,1067,,,,,
17.2,12.6,15.1,1067,,,,,
17.3,12.6,13.9,767,,,,,
17.3,12.6,14.8,1967,,,,,
17.3,12.6,15.1,1656,,,,,
17.4,12.6,16.5,1356,,,,,
17.6,12.6,15.1,1067,,,,,
17.7,12.6,15.1,1067,,,,,
17.7,12.6,16.3,1556,,,,,
17.7,12.6,14.8,1967,,,,,
17.8,12.6,16.2,1156,,,,,
18.2,12.6,14.4,1689,,,,,
18.3,12.6,16.3,1556,,,,,
18.7,12.6,14.4,1689,,,,,
18.8,12.6,15.1,1411,,,,,
18.8,12.6,15.1,1411,,,,,
18.9,12.6,16.1,1656,,,,,
19,12.6,15.8,1522,,,,,
19.1,12.6,13.4,778,,,,,
19.2,12.6,16.3,1556,,,,,
19.2,12.6,16.1,1656,,,,,
19.2,12.6,16.1,689,,,,,
19.2,12.6,16.2,1156,,,,,
19.4,12.6,14.4,1689,,,,,
19.4,12.6,15.1,589,,,,,
19.7,12.6,14.8,1967,,,,,
20,12.6,14.1,556,,,,,
20.5,12.6,14.5,978,,,,,
21.8,12.6,16.6,1656,,,,,
22.5,12.6,14.5,978,,,,,
23.5,12.6,13.2,2122,,,,,
23.7,12.6,15.7,422,,,,,
15.8,12.7,16.3,1556,,,,,
16.1,12.7,16.1,1656,,,,,
16.2,12.7,14.4,1689,,,,,
16.3,12.7,15.1,589,,,,,
16.4,12.7,16.2,1678,,,,,
16.5,12.7,16.1,1656,,,,,
16.6,12.7,16.1,1656,,,,,
16.6,12.7,16.1,1656,,,,,
16.7,12.7,14.8,1967,,,,,
16.8,12.7,16.3,1556,,,,,
16.9,12.7,14.8,1967,,,,,
17,12.7,15.8,1522,,,,,
17,12.7,16.5,1356,,,,,
17.1,12.7,14.4,1689,,,,,
17.1,12.7,15.8,1522,,,,,
17.1,12.7,16.1,689,,,,,
17.3,12.7,15.1,1656,,,,,
17.4,12.7,14.4,1689,,,,,
17.4,12.7,14.1,556,,,,,
17.5,12.7,17.7,2278,,,,,
17.6,12.7,14.4,1689,,,,,
17.7,12.7,16.3,1556,,,,,
17.7,12.7,14.8,1967,,,,,
17.7,12.7,15.1,1656,,,,,
17.8,12.7,15.8,1522,,,,,
17.9,12.7,15.1,1411,,,,,
18,12.7,15.1,1067,,,,,
18,12.7,15.1,1067,,,,,
18.1,12.7,18.8,1233,,,,,
18.2,12.7,14.4,1689,,,,,
18.6,12.7,17.3,1122,,,,,
18.7,12.7,15.1,1067,,,,,
18.8,12.7,13.2,2122,,,,,
18.8,12.7,15.1,1656,,,,,
18.9,12.7,14.4,1689,,,,,
19.1,12.7,15.7,422,,,,,
19.2,12.7,13.4,778,,,,,
19.7,12.7,14.8,1967,,,,,
20.1,12.7,15.7,422,,,,,
21.5,12.7,14.8,1967,,,,,
24.1,12.7,13.9,767,,,,,
25.1,12.7,20.5,722,,,,,
15.7,12.8,15.1,1656,,,,,
15.8,12.8,14.8,1022,,,,,
15.8,12.8,15.1,1411,,,,,
15.8,12.8,15.1,1656,,,,,
15.9,12.8,15.1,1067,,,,,
15.9,12.8,15.1,1411,,,,,
16.1,12.8,14.8,1022,,,,,
16.1,12.8,15.1,1067,,,,,
16.2,12.8,15.1,1656,,,,,
16.4,12.8,14.8,1967,,,,,
16.4,12.8,15.1,1656,,,,,
16.6,12.8,16.1,1656,,,,,
16.6,12.8,17.3,1122,,,,,
16.7,12.8,15.1,1656,,,,,
17,12.8,16.1,1656,,,,,
17.1,12.8,14.8,1967,,,,,
17.1,12.8,16.2,1678,,,,,
17.3,12.8,15.1,1656,,,,,
17.4,12.8,13.2,2122,,,,,
17.6,12.8,13.4,778,,,,,
17.6,12.8,14.1,556,,,,,
17.6,12.8,17.3,1122,,,,,
17.7,12.8,15.1,1067,,,,,
17.7,12.8,16.5,1356,,,,,
17.8,12.8,16.6,1656,,,,,
17.8,12.8,17.7,2278,,,,,
18.2,12.8,14.8,1967,,,,,
18.2,12.8,14.8,1967,,,,,
18.3,12.8,16.5,1356,,,,,
19,12.8,16.5,1356,,,,,
19.8,12.8,14.8,1967,,,,,
20,12.8,13.9,767,,,,,
20.2,12.8,16.3,1556,,,,,
20.5,12.8,13.4,778,,,,,
21.3,12.8,16.2,1156,,,,,
21.5,12.8,15.1,589,,,,,
21.6,12.8,16.5,1356,,,,,
22.2,12.8,16.1,689,,,,,
22.8,12.8,13.9,767,,,,,
26.8,12.8,16.1,689,,,,,
15.7,12.9,14.4,1689,,,,,
15.7,12.9,16.1,1656,,,,,
15.8,12.9,15.1,1411,,,,,
15.9,12.9,15.1,1411,,,,,
15.9,12.9,15.1,1656,,,,,
16.1,12.9,22.4,867,,,,,
16.3,12.9,15.1,1656,,,,,
16.3,12.9,15.1,1656,,,,,
16.4,12.9,17.7,2278,,,,,
16.6,12.9,13.9,767,,,,,
16.6,12.9,16.1,1656,,,,,
16.6,12.9,16.2,1156,,,,,
16.7,12.9,15.8,1522,,,,,
16.8,12.9,15.1,1656,,,,,
16.8,12.9,14.1,556,,,,,
16.9,12.9,16.6,1656,,,,,
16.9,12.9,15.1,1411,,,,,
17.3,12.9,14.4,1689,,,,,
17.6,12.9,16.3,1556,,,,,
17.6,12.9,16.1,1656,,,,,
17.7,12.9,15.1,1656,,,,,
17.8,12.9,16.2,1678,,,,,
