"CW","D","SD","CLR","plot"
3.405,14.4,2155,0.36,"49"
1.4,7.6,2155,0.38,"49"
1.595,7.5,2155,0.37,"49"
2.23,3.7,2155,0.43,"49"
2.055,11.5,2155,0.35,"49"
2.32,5.8,2155,0.44,"49"
3.25,15,2155,0.36,"49"
3.09,9.7,2155,0.3,"49"
2.75,4.5,2155,0.28,"49"
2.96,9.6,2155,0.26,"49"
1.88,10.1,2155,0.22,"49"
3.25,9.5,2155,0.28,"49"
3.5,14.2,2155,0.27,"49"
2.6,13.5,2155,0.22,"49"
2.8,11.6,2155,0.19,"49"
2.7,14.7,2155,0.41,"49"
5.45,9.5,2155,0.47,"49"
3.9,11.3,2155,0.2,"49"
4.75,11.8,2155,0.27,"49"
3.1,9.2,2155,0.2,"49"
2.55,8.6,2155,0.16,"49"
2.7,12.2,2155,0.15,"49"
2.05,8.4,2155,0.16,"49"
3.2,7.5,2155,0.22,"49"
2.25,7.6,2155,0.16,"49"
1.9,7.4,2155,0.19,"49"
1.2,7,2155,0.33,"49"
3,14.4,2155,0.24,"49"
1.65,7.6,2155,0.19,"49"
3.1,5.9,2155,0.16,"49"
2.75,5.4,2155,0.28,"49"
3.3,9.6,2155,0.23,"49"
3.15,8.9,2155,0.32,"49"
3.5,12.1,2155,0.28,"49"
3.75,11.2,2155,0.37,"49"
3.7,10.2,2155,0.22,"49"
3.05,10.9,2155,0.28,"49"
2.6,10.6,2155,0.11,"49"
3,11.6,2155,0.29,"49"
3.7,12.2,2155,0.14,"49"
3.2,13.5,2155,0.32,"49"
4.1,12.4,2155,0.39,"49"
3.9,11.2,2155,0.29,"49"
2.4,8.6,2155,0.11,"49"
2,10,2155,0.27,"49"
1.9,5.3,2155,0.17,"49"
1.165,5.2,2155,0.23,"49"
1.91,4.4,2155,0.19,"49"
2.745,7.2,2155,0.19,"49"
2.265,7,2155,0.18,"49"
2.34,8.6,2155,0.4,"49"
1.69,9.1,2155,0.33,"49"
0.845,6.5,2155,0.34,"49"
2.965,11.5,2155,0.27,"49"
3.085,13.5,2155,0.34,"49"
2.65,5.7,2155,0.34,"49"
3.09,6.8,2155,0.29,"49"
2.78,11.3,2155,0.31,"49"
2.445,10.2,2155,0.28,"49"
1.92,7.4,2155,0.33,"49"
2.635,9.4,2155,0.15,"49"
3.74,14.2,2155,0.45,"49"
3.615,13.9,2155,0.33,"49"
3.065,14.6,2155,0.41,"49"
3.35,9.3,2155,0.4,"49"
4.13,10.2,2155,0.54,"49"
1.715,5.4,2155,0.6,"49"
1.935,5.6,2155,0.28,"49"
2.72,8.6,2155,0.41,"49"
2.66,8.9,2155,0.34,"49"
2.92,7.6,2155,0.39,"49"
1.27,8.2,2155,0.52,"49"
2.475,3.9,2155,0.24,"49"
4.095,7.2,2155,0.16,"49"
3.545,12.6,2155,0.49,"49"
5.33,10.2,2155,0.15,"49"
3.825,5.2,2155,0.46,"49"
4.615,8.7,2155,0.41,"49"
2.96,8.9,2155,0.43,"49"
1.53,5.4,2155,0.11,"49"
3.36,11.5,2155,0.5,"49"
4.91,13.2,2155,0.42,"49"
4.915,10.9,2155,0.45,"49"
5.19,12.1,2155,0.28,"49"
3.865,8.9,2155,0.22,"49"
2.15,8.1,2155,0.25,"49"
3.085,9.6,2155,0.2,"49"
2.33,10.2,2155,0.17,"49"
1.85,10.4,2155,0.28,"49"
4.735,11.2,2155,0.28,"49"
5.09,13.1,2155,0.18,"49"
3.46,12,2155,0.27,"49"
3.335,13.3,2155,0.41,"49"
2.805,9.4,2155,0.31,"49"
3.365,11.6,2155,0.23,"49"
3.525,17.7,977,0.53,"50"
3.045,15,977,0.43,"50"
1.575,7,977,0.36,"50"
3.16,22,977,0.49,"50"
3.18,23.4,977,0.35,"50"
3.15,14.8,977,0.77,"50"
2.915,14.3,977,0.61,"50"
2.435,6.4,977,0.54,"50"
4.24,26.6,977,0.5,"50"
4.765,31.7,977,0.85,"50"
2.6,6.5,977,0.47,"50"
3.315,11.7,977,0.69,"50"
3.18,12.6,977,0.67,"50"
2.41,9.9,977,0.69,"50"
3.355,22.9,977,0.46,"50"
3.65,18.3,722,0.63,"51"
2.75,11.5,722,0.28,"51"
3.75,16.8,722,0.47,"51"
4.05,16.6,722,0.34,"51"
5.85,18.8,722,0.65,"51"
2.6,5.6,722,0.46,"51"
4.6,14.6,722,0.63,"51"
3.1,10.7,722,0.55,"51"
5.4,15.4,722,0.38,"51"
4.8,11.2,722,0.84,"51"
7.7,25.1,722,0.68,"51"
3.25,10.8,722,0.63,"51"
3.75,13.3,722,0.83,"51"
6.3,23.2,722,0.61,"51"
2.65,11.2,722,0.64,"51"
1.55,7.4,722,0.75,"51"
6.65,22,722,0.61,"51"
7.4,22.5,722,0.52,"51"
7.75,16.8,722,0.66,"51"
4.45,13.3,722,0.79,"51"
6.4,23.3,722,0.61,"51"
6.8,20.8,722,0.61,"51"
6.5,18.5,722,0.71,"51"
5.85,19.4,722,0.68,"51"
5.6,17.5,722,0.8,"51"
6.4,23.1,722,0.7,"51"
7.05,19.3,722,0.64,"51"
6.6,20,722,0.71,"51"
4.3,23,722,0.75,"51"
5.7,20.1,722,0.74,"51"
2.25,8.3,722,0.43,"51"
7.05,24.5,722,0.8,"51"
7.3,23.3,722,0.76,"51"
4.45,7.4,722,0.69,"51"
4.85,14.2,722,0.73,"51"
3.15,7.9,722,0.65,"51"
5.25,21.7,722,0.76,"51"
6.55,18.2,722,0.84,"51"
4.9,8.9,722,0.84,"51"
5.45,12.7,722,0.46,"51"
3.745,13.1,1033,0.72,"52"
4.5,23.9,1033,0.88,"52"
3.125,12,1033,0.59,"52"
2.95,5.9,1033,0.08,"52"
2.54,10.4,1033,0.54,"52"
2.915,15.1,1033,0.41,"52"
2.305,21.4,1033,0.49,"52"
2.45,7,1033,0.35,"52"
3.715,18.4,1033,0.51,"52"
2.795,17,1033,0.67,"52"
3.35,14.6,1033,0.37,"52"
3.515,15.4,1033,0.58,"52"
3.615,9.5,1033,0.43,"52"
2.595,14.8,1033,0.51,"52"
3.42,20.7,1033,0.51,"52"
3.25,15.4,1033,0.36,"52"
3.455,14.7,1033,0.75,"52"
3.215,13.4,1033,0.77,"52"
2.895,3.1,1033,0.14,"52"
4.315,16.7,1033,0.8,"52"
2.465,8.5,1033,0.84,"52"
2.73,7.7,1033,0.85,"52"
2.36,22.5,1033,0.72,"52"
2.735,4.5,1033,0.71,"52"
3.145,17.9,1033,0.77,"52"
3.125,15.5,1033,0.86,"52"
3.19,8.8,1033,0.29,"52"
2.76,10.4,1033,0.76,"52"
4.52,32.5,1033,0.86,"52"
6.85,16.5,744,0.58,"53"
5.75,12.6,744,0.51,"53"
6.3,23.9,744,0.59,"53"
6.25,23.1,744,0.58,"53"
3.25,14.9,744,0.45,"53"
6.85,21.2,744,0.37,"53"
3.95,10.6,744,0.33,"53"
5.95,21.9,744,0.56,"53"
5.1,9.9,744,0.52,"53"
6.1,20.2,744,0.43,"53"
4.9,16.5,744,0.61,"53"
3.8,18.5,744,0.66,"53"
6.4,18.9,744,0.44,"53"
5.6,21.3,744,0.37,"53"
2.65,15.1,744,0.55,"53"
7.1,26.6,744,0.49,"53"
6.65,27.8,744,0.5,"53"
7.5,19.2,744,0.68,"53"
7.35,17.3,744,0.56,"53"
6.15,15.1,744,0.38,"53"
6.25,17,744,0.42,"53"
5.7,17.5,744,0.9,"53"
7,18.6,744,0.48,"53"
7.2,25.3,744,0.55,"53"
7.8,27.7,744,0.63,"53"
6.45,21.1,744,0.72,"53"
5,11.6,744,0.42,"53"
4.95,9.5,744,0.3,"53"
7.1,22.7,744,0.69,"53"
6.7,18.2,744,0.42,"53"
3.65,9.4,744,0.61,"53"
5.65,11.5,744,0.37,"53"
3.35,8.4,744,0.76,"53"
4.5,13.9,744,0.67,"53"
6.6,15.3,744,0.52,"53"
7.05,22.2,744,0.52,"53"
5.25,26.6,744,0.74,"53"
3.7,14.5,744,0.69,"53"
1.15,3.8,744,0.52,"53"
4.3,23.1,744,0.71,"53"
6.4,10.7,744,0.51,"53"
2.6,4.8,744,0.65,"53"
4.5,11.6,744,0.78,"53"
4.05,10.7,744,0.48,"53"
4.85,8.6,744,0.45,"53"
5.15,12.2,744,0.49,"53"
6.95,18.8,744,0.65,"53"
6.35,22.2,744,0.49,"53"
7.05,26.2,744,0.65,"53"
3,6.6,744,0.28,"53"
7.85,24.2,744,0.55,"53"
3.1,12.3,944,0.41,"54"
5.715,23.6,944,0.38,"54"
3.69,16.9,944,0.32,"54"
5.21,21.8,944,0.59,"54"
3.645,17.2,944,0.41,"54"
3.99,18.9,944,0.76,"54"
3.9,24.6,944,0.37,"54"
2.005,6.2,944,0.53,"54"
3.2,17.3,944,0.44,"54"
3.785,18,944,0.39,"54"
3,19.7,944,0.39,"54"
1.845,3.8,944,0.39,"54"
4.325,21.3,944,0.49,"54"
7.845,21,944,0.41,"54"
4.815,24.2,944,0.4,"54"
1.695,4.3,944,0.77,"54"
1.8,2.4,944,0.52,"54"
2.51,5.5,944,0.52,"54"
3.46,6,944,0.48,"54"
4.05,12.8,944,0.71,"54"
3.51,14.7,944,0.76,"54"
1.89,4.8,944,0.24,"54"
3.155,16.3,944,0.41,"54"
4.92,27.4,944,0.66,"54"
3.935,9.4,944,0.79,"54"
3.285,14.3,944,0.39,"54"
2.9,16.3,944,0.25,"54"
3.465,16.5,944,0.55,"54"
2.24,4.4,944,0.6,"54"
1.835,4.9,944,0.33,"54"
3.67,23.9,944,0.18,"54"
3.15,18.6,944,0.19,"54"
4.15,20,944,0.33,"54"
2.5,15.6,944,0.45,"54"
2.7,11.3,944,0.31,"54"
2.1,14.9,944,0.38,"54"
1.95,12.5,944,0.32,"54"
2.5,18.7,944,0.61,"54"
3.35,24.1,944,0.43,"54"
3.6,21.4,944,0.63,"54"
2,10.9,944,0.51,"54"
2.5,13.3,944,0.45,"54"
2.75,18.5,944,0.62,"54"
3.15,10.1,944,0.86,"54"
2.55,11.6,944,0.29,"54"
2.9,14.8,944,0.27,"54"
2.65,10,944,0.63,"54"
1.8,3.6,944,0.42,"54"
2.65,12.3,944,0.43,"54"
2.2,15.6,944,0.29,"54"
2.2,9.9,944,0.54,"54"
3.15,6.8,944,0.48,"54"
5.55,18.4,944,0.42,"54"
4.25,17.7,944,0.52,"54"
5.7,17.6,944,0.45,"54"
7.35,17.7,944,0.47,"54"
3.2,5.4,944,0.34,"54"
2,4,944,0.42,"54"
5.6,19.5,944,0.57,"54"
3.85,12.1,944,0.27,"54"
5,21,944,0.66,"54"
1.45,3.9,944,0.62,"54"
1.95,10.3,944,0.53,"54"
4,21.6,944,0.59,"54"
2.935,16.4,1011,0.45,"55"
2.88,5.9,1011,0.49,"55"
3.93,20.8,1011,0.5,"55"
2.6,5.2,1011,0.51,"55"
3.24,10,1011,0.32,"55"
3.67,12.3,1011,0.65,"55"
3.245,16.3,1011,0.48,"55"
3.655,20.8,1011,0.53,"55"
4.695,17.6,1011,0.01,"55"
2.725,10.1,1011,0.28,"55"
3.47,13,1011,0.32,"55"
4.025,23.4,1011,0.72,"55"
4.655,27.3,1011,0.51,"55"
3.195,17.8,1011,0.37,"55"
3.82,13.2,1011,0.56,"55"
2.92,16.5,1011,0.33,"55"
3.43,22.7,1011,0.44,"55"
2.66,12.7,1011,0.09,"55"
2.79,8.7,1011,0.49,"55"
3.29,14.7,1011,0.68,"55"
2.94,14.6,1011,0.61,"55"
3.505,16.1,1011,0.71,"55"
3.8,22.9,1011,0.61,"55"
3.77,21.2,1011,0.48,"55"
3.435,15.8,1011,0.56,"55"
3.035,13.5,1011,0.66,"55"
1.575,6.8,1011,0.64,"55"
3.01,12.8,1011,0.5,"55"
3.845,14.9,1011,0.34,"55"
3.495,16.7,1011,0.52,"55"
3.005,11.7,1011,0.06,"55"
3.04,13.4,1011,0.6,"55"
3.08,15.8,1011,0.56,"55"
2.895,8.2,1011,0.42,"55"
2.8,17.4,1011,0.49,"55"
2.895,14.7,1011,0.33,"55"
3.76,18.8,1011,0.38,"55"
4.93,26.8,1011,0.14,"55"
4.5,19,1011,0.25,"55"
4.185,19.2,1011,0.36,"55"
4.655,23.4,1011,0.49,"55"
4.865,19,1011,0.73,"55"
3.73,20.1,1011,0.36,"55"
2.68,12.5,1011,0.61,"55"
3.375,14.3,1011,0.39,"55"
3.82,14.5,1011,0.64,"55"
2.425,10.4,1011,0.61,"55"
4.62,17.2,1011,0.57,"55"
3.015,16.2,1011,0.54,"55"
2.29,11.8,1011,0.43,"55"
2.93,16.4,1011,0.38,"55"
4.395,7.2,1011,0.62,"55"
3.825,19.6,1011,0.64,"55"
3.215,13.2,1011,0.64,"55"
3.66,16.2,1011,0.68,"55"
3.155,11.1,1011,0.54,"55"
2.905,10.7,1011,0.73,"55"
2.535,11.4,1011,0.63,"55"
3.195,19.2,1011,0.5,"55"
2.785,9.9,1011,0.73,"55"
2.405,9.3,1011,0.46,"55"
1.545,7.6,1011,0.18,"55"
2.885,17.1,1011,0.21,"55"
2.585,6.8,1011,0.13,"55"
2.3,7.2,1011,0.22,"55"
4.085,18.5,1011,0.02,"55"
4.495,23.3,1011,0.57,"55"
3.445,15.9,1011,0.57,"55"
2.185,6.3,1011,0.54,"55"
3.21,17,1011,0.73,"55"
2.42,8.4,1011,0.62,"55"
2.375,9.8,1011,0.61,"55"
2.4,16.5,1011,0.65,"55"
3.04,17.3,1011,0.41,"55"
2.73,9.6,1011,0.56,"55"
3.45,18.3,1011,0.72,"55"
2.835,9.9,1011,0.47,"55"
3.475,16.6,1011,0.52,"55"
2.56,17.8,1011,0.48,"55"
3.96,17.5,1011,0.63,"55"
3.44,7.2,1011,0.5,"55"
5.315,25.4,555,0.8,"56"
4.245,13.9,555,0.8,"56"
6.07,27.6,555,0.78,"56"
4.765,18.9,555,0.57,"56"
3.4,19.7,555,0.54,"56"
3.22,15.4,555,0.72,"56"
5.625,25,555,0.82,"56"
5.58,25.3,555,0.75,"56"
5.28,22,555,0.72,"56"
4.7,14.7,555,0.49,"56"
5.745,28.2,555,0.71,"56"
4.43,32.2,555,0.88,"56"
6.31,33.1,555,0.82,"56"
4.635,22.3,555,0.71,"56"
5.7,24,555,0.84,"56"
3.68,26.8,555,0.71,"56"
4.815,21.3,555,0.81,"56"
4.21,26.7,555,0.61,"56"
3.63,10.7,555,0.71,"56"
4.33,25.7,555,0.49,"56"
4.195,24.2,555,0.66,"56"
4.085,27.5,555,0.74,"56"
4.24,11.6,555,0.8,"56"
4.15,15.8,555,0.8,"56"
3.14,7.2,555,0.74,"56"
3.48,20.1,555,0.67,"56"
3.935,19.8,555,0.7,"56"
3.38,16.2,555,0.56,"56"
5.6,27,555,0.84,"56"
4.15,17.1,555,0.69,"56"
3.195,10.6,555,0.1,"56"
4.725,26.9,555,0.42,"56"
4.9,34.3,555,0.57,"56"
5.24,19.6,555,0.61,"56"
5.25,30.3,555,0.72,"56"
4.655,37.1,555,0.78,"56"
2.07,3.6,555,0.69,"56"
3.795,22.2,555,0.71,"56"
3.32,25.4,555,0.46,"56"
2.14,8.6,555,0.79,"56"
4.26,24.5,555,0.58,"56"
5.415,28.8,555,0.8,"56"
3.8,13.2,555,0.78,"56"
4.26,21.5,555,0.65,"56"
4.42,27.5,555,0.64,"56"
4.985,22.3,555,0.79,"56"
4.62,9.7,555,0.7,"56"
3.82,7.8,555,0.39,"56"
3.62,23.2,555,0.36,"56"
6.5,15.2,922,0.53,"43"
4.15,8.9,922,0.49,"43"
1.6,7.1,922,0.23,"43"
7.6,28.1,922,0.77,"43"
1.25,3.8,922,0.21,"43"
3.55,8.5,922,0.36,"43"
7.2,15.1,922,0.71,"43"
7.05,23.1,922,0.71,"43"
5.9,24.5,922,0.75,"43"
6.15,18.7,922,0.65,"43"
3.8,13.3,922,0.66,"43"
4.9,18.8,922,0.53,"43"
3.65,8.1,922,0.43,"43"
6.45,20.8,922,0.54,"43"
5.35,23.5,922,0.55,"43"
3.65,12,922,0.47,"43"
2.7,15.6,922,0.43,"43"
2.4,12.4,922,0.57,"43"
1.75,7.4,922,0.36,"43"
2.8,6.6,922,0.34,"43"
4.55,6.7,922,0.44,"43"
1.85,4,922,0.38,"43"
7.3,26.7,922,0.71,"43"
3.35,10.8,922,0.34,"43"
4.8,15.4,922,0.48,"43"
2.25,8.6,922,0.38,"43"
6.45,21.6,922,0.59,"43"
2.85,11.8,922,0.54,"43"
3.65,19.7,922,0.54,"43"
4.45,14.5,922,0.45,"43"
7.55,24.4,922,0.58,"43"
4.55,18.9,922,0.4,"43"
4.5,8,922,0.5,"43"
5.55,27.1,922,0.74,"43"
5.85,24.2,922,0.59,"43"
5.6,26.8,922,0.54,"43"
7.1,22.7,922,0.57,"43"
5.4,24.5,922,0.48,"43"
6.2,25.8,922,0.6,"43"
4.7,19.9,922,0.63,"43"
1.95,4.5,922,0.53,"43"
3.8,15.4,922,0.6,"43"
3.4,13.1,922,0.47,"43"
4.8,24.2,922,0.38,"43"
2.7,23.9,922,0.28,"43"
4.35,23.2,922,0.6,"43"
2.35,20.5,922,0.64,"43"
3.8,25,922,0.5,"43"
3.75,19.8,922,0.57,"43"
6.4,28.6,922,0.76,"43"
1.85,8,922,0.26,"43"
3.75,19,922,0.6,"43"
4.3,22.6,922,0.53,"43"
1.55,6.9,922,0.29,"43"
3.1,15.6,922,0.52,"43"
3.95,16.8,922,0.5,"43"
3.45,10.5,922,0.36,"43"
3.5,8.8,922,0.38,"43"
4.8,16.9,922,0.48,"43"
5.6,22.2,922,0.47,"43"
5.65,27.6,922,0.52,"43"
5.15,22.5,922,0.5,"43"
6.95,25.6,922,0.59,"43"
4.6,18.1,922,0.42,"43"
2.7,10.3,922,0.46,"43"
6.85,26.9,922,0.73,"43"
3.4,15.6,922,0.64,"43"
5.3,28,922,0.71,"43"
1.95,14.4,922,0.31,"43"
4.9,23.2,922,0.59,"43"
3,22.7,922,0.5,"43"
1,8.6,922,0.56,"43"
3.15,11.1,922,0.32,"43"
5.2,22,922,0.46,"43"
4.15,28.9,922,0.49,"43"
4.4,24.2,922,0.5,"43"
2.5,9.6,922,0.58,"43"
4.45,15.4,922,0.4,"43"
3.85,19,922,0.69,"43"
2.4,6.6,922,0.45,"43"
3.2,26.4,1566,0.64,"44"
2.55,5.7,1566,0.62,"44"
3.1,6.3,1566,0.67,"44"
2.75,10.1,1566,0.58,"44"
3.65,10.6,1566,0.64,"44"
4.05,11.8,1566,0.52,"44"
4.7,33.4,1566,0.69,"44"
3.55,10.1,1566,0.28,"44"
3.4,12.2,1566,0.42,"44"
2.95,8,1566,0.53,"44"
3.65,11,1566,0.56,"44"
3.95,12,1566,0.58,"44"
3.75,16.4,1566,0.72,"44"
3.15,9.3,1566,0.23,"44"
3.4,9,1566,0.49,"44"
1.6,6.2,1411,0.3,"45"
5.8,23.1,1411,0.73,"45"
4.15,23,1411,0.52,"45"
6.4,20.8,1411,0.62,"45"
3.1,10.7,1411,0.19,"45"
3.8,15.2,1411,0.49,"45"
3.15,8.8,1411,0.47,"45"
6.25,24.5,1411,0.61,"45"
1.5,6.1,1411,0.32,"45"
3.45,19.3,1411,0.56,"45"
3.2,14.6,1411,0.37,"45"
3.85,16.2,1411,0.54,"45"
2.95,9.5,1411,0.36,"45"
3.75,16.2,1411,0.48,"45"
3.1,10.5,1411,0.32,"45"
3.75,18.5,1411,0.34,"45"
3.1,8.3,1411,0.21,"45"
4.45,15.5,1411,0.39,"45"
3.05,8.2,1411,0.24,"45"
4.4,14.4,1411,0.46,"45"
2.05,10.5,1411,0.3,"45"
3.75,13.6,1411,0.41,"45"
3.85,11.2,1411,0.35,"45"
3.3,13.7,1411,0.35,"45"
4.8,16,1411,0.36,"45"
4.4,16.1,1411,0.62,"45"
4.55,21.5,1411,0.67,"45"
2.45,10.3,1411,0.31,"45"
1.65,8.9,1411,0.85,"45"
2.4,5,1411,0.68,"45"
4.65,16.7,1411,0.81,"45"
3.45,15.5,1411,0.56,"45"
3.15,15.6,1411,0.54,"45"
3.8,19.7,1411,0.79,"45"
4.7,19.4,1411,0.55,"45"
4.7,17,1411,0.52,"45"
2,8.5,1411,0.35,"45"
3.35,10.5,1411,0.34,"45"
5.1,10.7,1411,0.41,"45"
4.15,11.1,1411,0.64,"45"
3.6,13.2,1411,0.42,"45"
2.8,10.2,1411,0.4,"45"
5.1,22.2,1411,0.67,"45"
3.65,15,1411,0.36,"45"
3.8,18.5,1411,0.41,"45"
5.3,19.5,1411,0.68,"45"
4.5,18,1411,0.72,"45"
3.05,8.5,1411,0.23,"45"
2,16.7,1411,0.38,"45"
1.85,7,1411,0.26,"45"
2.15,13,1411,0.59,"45"
4.3,25.5,1411,0.71,"45"
2.75,6.5,1411,0.26,"45"
2.95,12,1411,0.36,"45"
5.45,25.3,1411,0.67,"45"
2.5,15,1411,0.29,"45"
4.6,18,1411,0.85,"45"
2.75,10.7,1411,0.26,"45"
3.2,15.3,1411,0.44,"45"
5.5,21.9,1411,0.7,"45"
4.15,20.8,1411,0.57,"45"
3.3,14.5,1411,0.55,"45"
3.8,11.2,1411,0.63,"45"
2.85,13,1411,0.46,"45"
3.4,15.8,1411,0.46,"45"
4.1,15.3,1411,0.35,"45"
3.45,15.3,1411,0.46,"45"
2.4,9,1411,0.27,"45"
2.3,7.4,1411,0.1,"45"
1.6,7.5,1411,0.26,"45"
1.8,7,1411,0.19,"45"
1.7,5.6,1411,0.2,"45"
1.85,7.5,1411,0.41,"45"
2.5,8.3,1411,0.19,"45"
2.8,6.7,1411,0.41,"45"
2.7,8,1411,0.29,"45"
3.9,15.2,1411,0.5,"45"
3,7.1,1411,0.38,"45"
2.4,8,1411,0.42,"45"
3.7,20,1411,0.6,"45"
1.75,8,1411,0.25,"45"
3.8,9,1411,0.5,"45"
4.75,14.5,1411,0.39,"45"
4.25,13.3,1411,0.36,"45"
3.4,8.4,1411,0.34,"45"
4.3,18.4,1411,0.41,"45"
4.95,23.4,1411,0.56,"45"
4.6,18.2,1411,0.37,"45"
3.7,12.6,1411,0.32,"45"
3.9,22.5,1411,0.52,"45"
4.6,18.5,1411,0.48,"45"
4.6,15.2,1411,0.38,"45"
3.45,14.5,1411,0.51,"45"
4.85,20.2,1411,0.46,"45"
2.1,7.9,1411,0.19,"45"
3.1,16.1,1411,0.58,"45"
1.95,6.8,1411,0.36,"45"
2.6,15.2,1411,0.38,"45"
2.35,13.3,1411,0.42,"45"
4.2,17.1,1411,0.66,"45"
2.8,6.7,1411,0.82,"45"
2.25,9.3,1411,0.35,"45"
3.9,13,1411,0.35,"45"
2.2,7.2,1411,0.4,"45"
3.7,9.7,1411,0.54,"45"
5.55,12.6,1411,0.4,"45"
4.75,17,1411,0.39,"45"
4.55,28.4,1411,0.68,"45"
2.1,9.2,1411,0.29,"45"
2.85,13.8,1411,0.46,"45"
3.55,12.1,1411,0.34,"45"
4.2,13.1,1411,0.36,"45"
4.05,24,1411,0.65,"45"
5.45,18.4,1411,0.55,"45"
4.75,15.9,1411,0.79,"45"
5,26.2,1411,0.75,"45"
2.55,16.1,1411,0.41,"45"
6.6,28.8,1411,0.61,"45"
3.65,11.1,1411,0.39,"45"
4.35,7.4,1411,0.35,"45"
6.2,15.3,1411,0.55,"45"
2.85,22.5,1411,0.64,"45"
2.95,12.8,1411,0.45,"45"
3.25,15.7,1411,0.51,"45"
3.75,18,1411,0.65,"45"
2.85,12,1411,0.39,"45"
5.35,25.1,1411,0.51,"45"
2.45,13.3,1155,0.79,"46"
2.95,9.5,1155,0.83,"46"
2.55,6.7,1155,0.59,"46"
2.45,13.6,1155,0.49,"46"
3.65,20,1155,0.56,"46"
3.7,19.7,1155,0.54,"46"
4.15,18.3,1155,0.44,"46"
3.35,20.5,1155,0.76,"46"
4.55,20.6,1155,0.59,"46"
2.6,8.4,1155,0.74,"46"
4.2,27.2,1155,0.49,"46"
1.75,11.1,1155,0.52,"46"
3.65,7.3,1155,0.46,"46"
3.35,18.3,1155,0.45,"46"
1.55,5.2,1155,0.8,"46"
3.9,20.2,1155,0.59,"46"
2.7,10.8,1155,0.77,"46"
4,11.8,1155,0.4,"46"
2.85,6.7,1155,0.63,"46"
1.65,6.7,1155,0.43,"46"
2.4,27.2,1155,0.44,"46"
4.65,23.6,1155,0.55,"46"
7.1,13.6,1155,0.57,"46"
3.35,25.4,1155,0.5,"46"
4,26,1155,0.5,"46"
3.3,21,1155,0.54,"46"
4.25,24.7,1155,0.57,"46"
4.35,20.7,1155,0.55,"46"
4.35,20.6,1155,0.58,"46"
2.9,8,1155,0.46,"46"
3.85,15.7,1155,0.22,"46"
2.5,5.9,1155,0.54,"46"
4.55,23.4,1155,0.75,"46"
5.05,17.5,1155,0.57,"46"
5.95,27.2,1155,0.46,"46"
1.9,5.8,1155,0.61,"46"
3.5,19.8,1155,0.8,"46"
3.65,24,1155,0.42,"46"
2.85,18.8,1155,0.47,"46"
2.8,10.9,1155,0.52,"46"
3.7,15.4,1155,0.25,"46"
3.9,26,1155,0.49,"46"
3.4,23.1,1155,0.48,"46"
2.8,20.9,1155,0.59,"46"
2.25,9.8,1155,0.68,"46"
2.6,24.2,1155,0.29,"46"
3.45,24.8,1155,0.39,"46"
2.95,15.8,1155,0.49,"46"
3.65,9.3,1155,0.62,"46"
2.45,21.6,1155,0.44,"46"
3.75,16.2,1155,0.3,"46"
2.55,9.5,1155,0.78,"46"
2.05,7.8,1155,0.62,"46"
2.35,10.5,1155,0.7,"46"
4.9,25.6,1155,0.54,"46"
3.45,20.5,1155,0.66,"46"
3.4,8,1155,0.62,"46"
4.05,21.3,1155,0.43,"46"
5.6,19.4,1155,0.36,"46"
2.9,18.5,1155,0.33,"46"
3.4,16.2,1155,0.3,"46"
2.45,9.3,1155,0.22,"46"
6,24.3,1155,0.44,"46"
5.15,21.2,1155,0.58,"46"
5.05,18.2,1155,0.57,"46"
3.75,17.2,1155,0.64,"46"
2.6,13.3,1155,0.38,"46"
3.85,19.5,1155,0.51,"46"
2.7,11.4,1155,0.87,"46"
4.7,22.5,1155,0.33,"46"
3.05,15.3,1155,0.35,"46"
4.1,19.6,1155,0.35,"46"
1.7,5.4,1155,0.72,"46"
4,19,1155,0.36,"46"
3.1,15.2,1155,0.47,"46"
3.2,16.1,1155,0.58,"46"
3.15,15.4,1155,0.22,"46"
3.75,24,1155,0.61,"46"
3.55,15.4,1155,0.31,"46"
3.1,12.4,1155,0.8,"46"
3.45,12.7,1155,0.32,"46"
4.1,22.7,1155,0.55,"46"
2.6,10.5,1155,0.69,"46"
2.5,7.2,1155,0.78,"46"
3.55,18.1,1155,0.89,"46"
2.65,18.1,1155,0.75,"46"
2.65,13.3,1155,0.76,"46"
1.65,5.1,1155,0.78,"46"
3.6,19.4,1155,0.57,"46"
2.2,10,1155,0.54,"46"
1.85,7,1155,0.7,"46"
3.5,22.3,1155,0.44,"46"
4,17,1155,0.41,"46"
5.4,23.4,1155,0.52,"46"
4.35,11.1,1155,0.65,"46"
6.22,21.4,800,0.7,"47"
3.725,11.9,800,0.74,"47"
4.795,23.2,800,0.55,"47"
4.74,14.1,800,0.73,"47"
4.97,26,800,0.61,"47"
2.005,4.5,800,0.69,"47"
5.915,30.7,800,0.6,"47"
5.85,22.1,800,0.49,"47"
1.2,3.5,800,0.35,"47"
7,19.9,800,0.56,"47"
4.305,14.9,800,0.58,"47"
3.295,11.6,800,0.38,"47"
4.505,18.8,800,0.56,"47"
5.23,20.1,800,0.69,"47"
4.05,16.2,800,0.48,"47"
5.35,19.1,800,0.84,"47"
2.7,9.6,800,0.72,"47"
2.9,17.7,800,0.42,"47"
3.65,18.8,800,0.58,"47"
3.9,16.5,800,0.51,"47"
3.8,18.8,800,0.52,"47"
3.1,8,800,0.6,"47"
