agb,plot1,plot2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
150.529099,4,3,0.770811,0.229189,0.703786,0.524238,0.156612,0.11,0.29,0.44,0.56,0.59,0.61,0.65,0.68,0.73,0.83,0.93,1.15,2.1,2.74,3.81,1.68,1.531248,0.795832,0.34,8.331262,0.13,5.6,0.1,0.961366,0.68,0.3,0.51,0.58,0.65,0.67,0.69,0.78,1,1.59,2.11,2.35,2.61,3.28,3.75,4.78,2.263319,1.22865,0.765085,0.585356,0.404126,0.402649,0.059123,0.052493,0.037852,0.023048,0.012713,0.004361,0.00298,0.000656,6229.626024,0.24924,13192,24174,30442,35125,35972,36583,37642,38730,39753,40738,41267,41782,42646,43180,44164,6.010595,3135,47442,35169.32606,37856,0,-1.850892,76835943.71,8765.611428,4700,13971,21742,31666,34141,35347,36743,37856,39036,40170,40734,41356,42445,43029,44014,5295
187.0816631,4,3,0.829283,0.170717,0.844494,0.606954,0.170448,0.11,0.23,0.42,0.54,0.57,0.59,0.64,0.68,0.73,0.83,0.92,1.27,2.34,3.08,4.09,2.03,1.657264,0.859209,0.35,6.848369,0.15,5.39,0.1,1.001669,0.68,0.28,0.5,0.57,0.64,0.67,0.71,0.82,1.27,1.94,2.43,2.7,2.99,3.65,4.03,4.64,2.072031,1.320624,0.860643,0.740706,0.373182,0.416389,0.048042,0.050869,0.042707,0.028516,0.021963,0.012741,0.004848,0.000731,7310.708439,0.282448,11305,21893,28746,34659,35746,36662,38089,39087,40035,40936,41315,41670,42397,42931,44091,4.734768,3305,49199,34379.03142,38157,5,-1.609255,94289397.53,9710.272784,4068,11202,18012,28767,32433,34489,36616,38157,39271,40363,40888,41341,42197,42747,43922,5569
301.5626311,3,3,0.700276,0.299724,0.575606,0.914303,0.222042,0.11,0.16,0.48,0.59,0.61,0.62,0.66,0.71,0.85,1.74,2.06,2.36,3.05,3.55,4.35,2.36,2.033361,0.825622,1.45,3.30555,0.2,5.57,0.1,1.314568,0.71,0.39,0.58,0.62,0.7,0.79,1.27,1.92,2.3,2.64,2.97,3.15,3.34,3.83,4.2,4.78,1.165349,1.704712,1.085336,1.177954,0.36012,0.280853,0.059553,0.086932,0.08547,0.063859,0.036769,0.018806,0.006835,0.000803,8879.723712,0.357919,8709,16627,21576,27739,30009,32001,34719,36221,37474,38454,38909,39398,40732,41712,43498,2.794938,5618,47897,29716.01673,33827,8,-0.916845,113122931.5,10635.92645,2496,7888,12604,19910,22794,25418,30037,33827,35896,37468,38097,38705,40120,41252,43098,8900
283.7413023,2,2,0.521603,0.478397,0.352233,0.68137,0.111356,0.1,0.12,0.13,0.18,0.2,0.22,0.28,0.35,0.46,0.62,0.77,0.98,2.23,3.27,4.51,2.77,1.711478,1.309532,0.57,7.914723,0.19,6.04,0.1,0.761454,0.35,0.12,0.2,0.29,0.48,0.6,0.76,1.22,1.82,2.53,3.05,3.37,3.67,4.28,4.6,5.21,2.320178,1.254639,0.997149,0.994306,0.727672,0.10701,0.048727,0.028397,0.030656,0.021869,0.018369,0.013454,0.003227,0.000596,6818.389024,0.252333,13786,25072,32094,38396,39318,40000,41164,41961,42508,42929,43126,43332,43936,44490,45475,6.093497,2012,48109,37383.42362,41378,3,-1.960621,88983143.67,9433.087706,4573,14459,22262,33729,37089,38615,40187,41378,42192,42727,42957,43189,43795,44359,45356,3808
365.3593304,3,3,0.609208,0.390792,0.44886,1.057652,0.229246,0.1,0.12,0.14,0.19,0.24,0.3,0.51,1.06,1.53,1.98,2.26,2.56,3.23,3.74,4.54,1.68,2.183883,0.903721,2.02,2.572622,0.87,5.65,0.1,1.372317,1.06,0.14,0.38,0.88,1.45,1.66,1.84,2.18,2.53,2.85,3.17,3.34,3.54,4.07,4.38,4.885,0.785907,1.849683,1.240192,1.538075,0.433645,0.096716,0.12148,0.107892,0.090344,0.072233,0.042734,0.025187,0.008536,0.001214,9800.675456,0.412078,7727,14662,19348,25058,27118,28955,32118,35084,37835,39759,40671,41422,42714,43398,44610,2.200484,9181,47898,28136.08142,29864,7,-0.49156,134426729.8,11594.25417,1856,6750,10636,16940,19649,21984,26287,29864,33347,36907,38471,39771,42017,42995,44278,13553
68.00156354,1,1,0.277445,0.722555,0.155242,1.042312,0.182502,0.1,0.1,0.11,0.12,0.13,0.15,0.18,0.29,1.01,1.59,1.9,2.2,3.01,3.78,4.52,1.88,2.043704,1.137174,1.77,3.269381,0.19,5.53,0.1,1.090988,0.29,0.11,0.19,0.8,1.4,1.63,1.83,2.145,2.47,2.83,3.23,3.51,3.75,4.19,4.48,4.94,1.151991,1.652104,1.240643,1.539195,0.557804,0.070469,0.092985,0.089746,0.068026,0.046147,0.033296,0.028039,0.011842,0.001646,9528.591916,0.377025,8567,16122,20779,26931,29303,31438,34737,37131,38700,39998,40582,41112,41985,42591,43997,2.441146,7582,45921,29761.20668,33045,6,-0.734933,125904499,11220.7174,2280,7959,12226,18943,21788,24299,28899,33045,36291,38535,39395,40240,41615,42257,43648,11279
159.2125535,4,3,0.815415,0.184585,0.807185,0.683286,0.214703,0.12,0.46,0.55,0.6,0.62,0.63,0.66,0.7,0.77,1.17,1.53,1.83,2.55,3.03,3.78,1.94,1.701108,0.754083,0.91,4.367802,0.13,4.93,0.1,1.137013,0.7,0.46,0.57,0.61,0.67,0.7,0.74,1.18,1.7,2.09,2.46,2.64,2.83,3.32,3.66,4.16,1.499438,1.424057,0.857402,0.735138,0.15801,0.526577,0.068525,0.077629,0.065582,0.050748,0.030932,0.016693,0.004659,0.000643,7050.812753,0.282482,10962,20769,26630,32625,33965,34849,36053,37013,37978,39000,39505,40034,41380,42465,43958,4.465053,3486,49946,32810.10831,36091,5,-1.472427,85900717.24,9268.263982,4296,11252,17685,26762,30002,32365,34779,36091,37158,38298,38888,39492,40906,42076,43658,5540
303.502745,4,3,0.867216,0.132784,0.964541,0.689401,0.19755,0.12,0.42,0.52,0.58,0.6,0.61,0.65,0.69,0.75,1.04,1.48,1.83,2.52,3.03,3.9,1.95,1.710336,0.785406,0.88,4.853074,0.14,5.23,0.1,1.113432,0.69,0.42,0.55,0.59,0.65,0.69,0.73,1.11,1.74,2.13,2.47,2.64,2.84,3.36,3.75,4.59,1.597498,1.415794,0.874496,0.764742,0.307566,0.40354,0.06026,0.075955,0.070021,0.042559,0.025497,0.008951,0.004172,0.001468,7374.481359,0.290593,10891,20557,26262,32435,33859,34767,36141,37522,38653,39766,40374,40961,41968,42803,44437,4.153236,4186,49873,32952.05458,36107,7,-1.374656,91693007.69,9575.646594,4358,11037,17415,26196,29555,31997,34606,36107,37647,38928,39597,40325,41655,42458,44178,6515
141.497122,3,3,0.677546,0.322454,0.540686,0.717271,0.169235,0.11,0.16,0.42,0.54,0.57,0.59,0.62,0.65,0.69,0.77,0.97,1.69,2.63,3.25,4.27,2.28,1.774066,0.903632,0.4,5.556386,0.11,5.73,0.1,1.052794,0.65,0.27,0.52,0.57,0.63,0.65,0.69,0.89,1.85,2.32,2.72,2.93,3.16,3.67,4.19,4.9,1.809749,1.41895,0.951338,0.905044,0.550698,0.215312,0.042509,0.062104,0.055189,0.039612,0.020075,0.009958,0.003712,0.000815,7123.590955,0.288751,10778,20272,26091,32363,33734,34567,35674,36707,37632,38416,38818,39280,40486,41514,43522,4.463254,3247,48500,32254.08704,35699,14,-1.49387,86739677.81,9313.413864,3393,10642,16961,25974,29476,31987,34483,35699,36853,37877,38336,38815,40070,41146,43165,5084
61.36873024,2,2,0.410026,0.589974,0.252084,0.116737,0.057805,0.1,0.1,0.11,0.12,0.12,0.13,0.14,0.16,0.18,0.21,0.23,0.27,0.4,0.57,1.12,0.34,0.415861,0.89305,0.11,25.711863,0.04,2.26,0.1,0.224858,0.16,0.1,0.11,0.12,0.14,0.15,0.16,0.2,0.24,0.31,0.41,0.49,0.58,0.97,1.335,1.875,4.118448,0.301472,0.20081,0.040324,0.850223,0.092899,0.02789,0.01187,0.008233,0.002744,0.002298,0.002367,0.001201,0.000274,1927.1791,0.073728,34861,38367,39700,41202,41707,42142,42735,43162,43537,43949,44176,44421,45085,45606,46499,42.407863,1219,49191,42440.13983,43078,243,-4.582605,9790792.82,3129.02426,32212,37852,39388,40965,41501,41959,42624,43078,43466,43875,44105,44353,45024,45551,46453,2469
92.95021848,2,2,0.56318,0.43682,0.395668,0.151005,0.075689,0.1,0.11,0.11,0.13,0.13,0.14,0.15,0.17,0.19,0.23,0.26,0.3,0.46,0.72,1.54,0.51,0.510035,1.01086,0.13,17.587657,0.05,2.18,0.1,0.257432,0.17,0.1,0.11,0.13,0.15,0.17,0.18,0.23,0.29,0.39,0.55,0.68,0.91,1.41,1.61,1.9,3.593233,0.366046,0.260228,0.067719,0.806454,0.110302,0.03444,0.012045,0.009078,0.008579,0.009876,0.005486,0.003117,0.000599,2462.025857,0.10129,29078,37260,39176,41106,41602,41950,42493,43010,43498,44012,44267,44538,45147,45587,46281,26.350832,1381,51658,41962.01077,42874,273,-4.031538,18065244.38,4250.322856,21510,35633,38503,40697,41345,41754,42352,42874,43373,43900,44175,44448,45090,45530,46243,2665
93.79411604,2,2,0.522675,0.477325,0.353305,0.313145,0.14451,0.1,0.11,0.13,0.16,0.18,0.21,0.26,0.33,0.42,0.53,0.6,0.67,1.1,1.51,2.03,0.93,0.818313,0.902753,0.42,6.679081,0.18,2.75,0.1,0.482952,0.33,0.11,0.16,0.22,0.33,0.39,0.45,0.56,0.67,0.85,1.19,1.32,1.49,1.83,2.02,2.35,1.929753,0.650636,0.435987,0.190084,0.535262,0.237367,0.098068,0.036289,0.03293,0.026211,0.018186,0.012022,0.002527,0.001111,3449.222876,0.138025,22751,33949,37122,39480,40324,40869,41560,42129,42658,43194,43452,43732,44407,44886,45701,15.178777,1644,48558,40350.66273,41901,175,-3.128099,31018082.97,5569.388025,14200,29709,35218,38643,39625,40417,41314,41901,42481,43056,43322,43616,44305,44816,45634,3128
29.08163958,1,1,0.398199,0.601801,0.242602,0.071448,0.077228,0.1,0.1,0.11,0.12,0.12,0.13,0.14,0.15,0.17,0.19,0.21,0.23,0.31,0.4,0.61,0.16,0.250627,0.563904,0.09,12.476857,0.04,1.22,0.1,0.186496,0.15,0.1,0.11,0.11,0.13,0.14,0.15,0.16,0.19,0.22,0.27,0.3,0.34,0.47,0.57,0.8,2.638366,0.214104,0.105166,0.01106,0.768528,0.141735,0.049436,0.023685,0.01054,0.003637,0.001488,0.000661,0.000165,0.000124,1754.834452,0.067255,35723,38532,40066,41864,42335,42666,43103,43441,43761,44140,44360,44606,45246,45729,46589,47.721828,1026,48589,42813.4016,43379,3848,-4.762371,8291074.054,2879.422521,34640,38056,39711,41643,42175,42544,43024,43379,43705,44080,44299,44546,45188,45680,46555,2025
49.63403827,2,2,0.54884,0.45116,0.380237,0.067358,0.100455,0.1,0.11,0.11,0.13,0.13,0.14,0.15,0.17,0.18,0.2,0.22,0.24,0.31,0.39,0.61,0.14,0.252309,0.518169,0.09,13.646332,0.04,1.04,0.1,0.194428,0.17,0.1,0.11,0.12,0.14,0.15,0.16,0.18,0.2,0.22,0.26,0.29,0.32,0.44,0.57,0.815,2.730281,0.21898,0.100747,0.01015,0.670733,0.204753,0.074185,0.023554,0.013162,0.006897,0.003373,0.002048,0.000723,0.000542,1552.073943,0.054376,37126,39818,41150,42156,42474,42745,43236,43683,44124,44552,44776,45005,45571,45998,46895,44.356923,1165,49680,43302.62486,43606,5572,-4.040401,5544331.836,2354.64049,36499,39489,40944,42057,42383,42658,43157,43606,44057,44494,44716,44958,45527,45955,46843,2302
92.47723937,2,2,0.43392,0.56608,0.271834,0.238575,0.093873,0.1,0.11,0.12,0.14,0.15,0.16,0.19,0.22,0.29,0.38,0.43,0.5,0.76,1.01,1.93,0.66,0.6879,0.998619,0.28,13.201376,0.1,2.89,0.1,0.361906,0.22,0.1,0.13,0.16,0.22,0.26,0.31,0.41,0.51,0.65,0.83,0.92,1.11,1.77,2.11,2.49,2.887654,0.51146,0.361407,0.130615,0.695304,0.177107,0.0692,0.020797,0.010729,0.009821,0.008542,0.004374,0.003673,0.000413,1964.412641,0.086755,30504,38626,40194,41344,41617,41864,42353,42774,43221,43692,43930,44181,44841,45273,46231,35.028218,1176,48642,42103.30243,42680,1525,-4.693597,13342056.99,3652.678057,25102,37685,39813,41197,41503,41749,42252,42681,43126,43614,43856,44116,44781,45220,46200,2313
54.31899617,2,2,0.48048,0.51952,0.312837,0.082122,0.081323,0.1,0.1,0.11,0.12,0.12,0.13,0.14,0.16,0.18,0.21,0.23,0.25,0.35,0.45,0.67,0.2,0.272641,0.592683,0.11,10.912098,0.04,1.32,0.1,0.199214,0.16,0.1,0.11,0.12,0.14,0.14,0.15,0.18,0.21,0.25,0.31,0.34,0.39,0.51,0.63,0.83,2.447574,0.231575,0.118071,0.013941,0.746526,0.151866,0.057321,0.026181,0.01064,0.005363,0.001471,0.000375,0.000144,0.000115,1938.947643,0.061736,35578,38087,39353,40836,41460,42010,42746,43191,43624,44061,44305,44593,45280,45785,46614,20.649305,1385,48314,42531.87942,43103,2457,-2.283271,6894445.084,2625.727534,35281,37718,39121,40594,41213,41768,42615,43104,43541,43976,44232,44520,45216,45734,46572,2845
74.97449404,2,2,0.561938,0.438062,0.394311,0.06408,0.100481,0.1,0.11,0.11,0.13,0.13,0.14,0.15,0.16,0.18,0.2,0.21,0.23,0.31,0.38,0.56,0.13,0.240577,0.485824,0.08,11.062581,0.03,1.01,0.1,0.191437,0.16,0.1,0.11,0.12,0.14,0.15,0.16,0.17,0.19,0.22,0.26,0.28,0.32,0.42,0.51,0.695,2.411997,0.212834,0.093005,0.00865,0.68415,0.194876,0.067397,0.030866,0.012588,0.005979,0.00236,0.001154,0.000551,0.000052,1504.122223,0.048317,37599,39681,40998,42064,42385,42644,43138,43581,44028,44475,44704,44938,45501,45927,46736,29.409693,1168,49645,43258.40074,43509,6353,-2.595037,4368627.684,2090.126236,37231,39460,40795,41968,42286,42567,43060,43509,43961,44413,44642,44887,45456,45888,46682,2319
64.89786278,2,2,0.448948,0.551052,0.284688,0.168548,0.094067,0.1,0.11,0.12,0.14,0.15,0.16,0.19,0.24,0.3,0.37,0.41,0.46,0.58,0.68,1.39,0.35,0.499535,0.763627,0.26,16.987596,0.11,2.37,0.1,0.313531,0.24,0.1,0.13,0.15,0.21,0.24,0.28,0.35,0.41,0.48,0.55,0.59,0.64,0.83,1.47,2.03,2.908409,0.394493,0.239421,0.057322,0.633234,0.24719,0.091775,0.011165,0.004503,0.003238,0.003312,0.003163,0.001935,0.000447,1784.855846,0.079205,32793,38783,40481,41522,41783,42022,42467,42873,43292,43712,43929,44171,44788,45232,46114,42.940078,1097,49480,42284.62605,42788,506,-5.160006,11216845.21,3349.155895,26945,38096,40088,41404,41674,41923,42388,42788,43212,43651,43862,44111,44738,45194,46054,2146
269.920098,3,3,0.631494,0.368506,0.476911,0.572575,0.109718,0.1,0.12,0.14,0.18,0.2,0.23,0.29,0.36,0.46,0.6,0.69,0.93,1.79,2.64,4.14,2.14,1.484114,1.221234,0.49,9.227183,0.2,5.48,0.1,0.690282,0.36,0.12,0.2,0.28,0.44,0.53,0.62,0.97,1.45,1.84,2.37,2.67,3.01,3.83,4.31,4.88,2.451126,1.089556,0.842996,0.710642,0.723151,0.104069,0.065338,0.039547,0.024535,0.01693,0.01122,0.009236,0.004872,0.00108,7013.280675,0.257689,13511,24121,30018,36515,38010,38859,39994,40982,41819,42507,42822,43134,43899,44469,45442,5.468319,2846,48473,36457.51753,40172,16,-1.758532,88260516.12,9394.706814,4782,14349,21733,30956,34500,36635,38970,40173,41240,42138,42511,42879,43713,44310,45323,4812
170.9505562,2,2,0.566293,0.433707,0.399084,0.35512,0.099214,0.1,0.11,0.13,0.16,0.19,0.21,0.25,0.32,0.41,0.5,0.58,0.68,1.13,1.74,2.64,1.24,0.985623,1.051977,0.39,10.606606,0.16,4.21,0.1,0.50777,0.32,0.11,0.16,0.22,0.33,0.4,0.45,0.57,0.74,1.02,1.42,1.64,1.87,2.37,2.745,3.565,2.571525,0.736994,0.534162,0.285329,0.70888,0.161563,0.049116,0.030773,0.022872,0.01477,0.006945,0.002793,0.001686,0.000604,5023.312311,0.200822,16245,28894,35309,38543,39277,39908,40891,41465,41886,42332,42584,42847,43538,44045,44942,9.169648,1705,56988,38355.76021,41168,54,-2.503013,59331368.46,7702.685795,7210,19333,28326,37164,38292,39077,40329,41168,41697,42156,42420,42704,43404,43948,44864,3307
542.8046624,2,2,0.570861,0.429139,0.404142,1.393181,0.255947,0.1,0.11,0.13,0.21,0.3,0.47,1.09,1.59,2.15,2.77,3.1,3.44,4.34,5.06,6.11,2.24,2.951385,0.859047,2.8,2.503224,1.34,7.2,0.1,1.917226,1.59,0.17,0.84,1.3,1.93,2.2,2.46,2.92,3.32,3.75,4.2,4.44,4.72,5.35,5.83,6.52,0.68483,2.527514,1.646988,2.712569,0.35118,0.133837,0.127706,0.111262,0.102707,0.074689,0.049191,0.033222,0.012951,0.003232,9652.041515,0.431887,7388,13700,18011,23591,25439,27124,30006,32758,35759,38799,39985,40986,42418,43640,45521,2.148578,9193,51659,26680.71788,27762,1,-0.320543,132780956.8,11523.06196,1641,6226,9803,15591,18110,20440,24403,27762,30807,34261,36414,38530,41546,42780,44960,14546
219.8408519,2,2,0.452549,0.547451,0.28782,1.037939,0.200554,0.1,0.1,0.11,0.13,0.15,0.16,0.23,0.75,1.25,1.69,1.95,2.25,3.19,3.77,4.51,1.92,2.091983,1.041093,1.8,2.985211,0.63,5.55,0.1,1.193017,0.75,0.12,0.24,0.94,1.38,1.56,1.73,2.08,2.44,2.89,3.27,3.48,3.68,4.12,4.42,4.88,1.010463,1.722195,1.242042,1.542667,0.488982,0.096887,0.122561,0.095889,0.058684,0.053578,0.044482,0.027464,0.010446,0.000998,9709.178878,0.398354,7708,14985,19773,25943,28376,30458,33784,36043,37703,39043,39612,40213,41574,42425,43798,2.299129,7788,48783,28581.37041,31734,25,-0.658871,129629961.2,11385.51541,2222,6682,10758,17262,20201,22888,27427,31734,35016,37375,38358,39178,40898,41970,43424,11236
136.9778842,2,2,0.501867,0.498133,0.33292,0.994295,0.196859,0.1,0.1,0.11,0.13,0.15,0.16,0.23,0.7,1.21,1.65,1.92,2.21,2.98,3.52,4.34,1.73,1.994496,1.02996,1.77,2.931835,0.58,5.42,0.1,1.14729,0.7,0.11,0.23,0.9,1.33,1.5,1.68,2.02,2.36,2.71,3.04,3.23,3.42,3.92,4.25,4.665,0.980637,1.646998,1.181663,1.396328,0.493559,0.094738,0.121424,0.092541,0.070897,0.058141,0.036597,0.022867,0.008563,0.000649,9979.483488,0.410777,7452,14763,19560,25855,28389,30504,33862,36187,37760,39103,39764,40373,41744,43019,44521,2.254405,8081,48189,28398.62579,31606,2,-0.632111,136083648.5,11665.48964,1848,6096,10188,16858,19631,22285,27154,31607,35066,37403,38313,39219,40959,42279,44188,11375
158.1558566,2,2,0.462426,0.537574,0.296518,0.407326,0.099193,0.1,0.1,0.11,0.12,0.12,0.13,0.14,0.16,0.19,0.25,0.35,0.78,1.34,1.63,2.26,1.33,0.912076,1.274537,0.23,6.175456,0.05,3.37,0.1,0.424362,0.16,0.1,0.12,0.14,0.2,0.28,0.51,1.01,1.2,1.35,1.52,1.61,1.71,2.02,2.36,2.96,1.958665,0.687473,0.540866,0.292536,0.767879,0.030434,0.046694,0.068661,0.047983,0.022611,0.008222,0.004387,0.00224,0.00089,6458.594749,0.244585,14369,25149,31188,36194,37305,38093,39274,40434,41603,42509,42949,43433,44455,45004,45722,6.075681,3370,47482,36677.32306,39506,4,-1.832064,80473649.51,8970.710647,4512,15536,23238,32518,35042,36482,38269,39506,40814,42000,42513,43031,44229,44866,45631,5644
19.85804062,3,3,0.69528,0.30472,0.567709,0.187705,0.146439,0.11,0.45,0.54,0.59,0.6,0.61,0.63,0.64,0.66,0.68,0.69,0.71,0.78,1.5,2.83,0.13,1.01267,0.580332,0.09,22.341455,0.05,4.32,0.1,0.717973,0.64,0.4,0.54,0.57,0.61,0.62,0.63,0.65,0.67,0.69,0.72,0.75,0.85,2.22,2.76,3.555,4.070681,0.830116,0.416663,0.173608,0.077955,0.85746,0.010501,0.01328,0.014482,0.01277,0.007226,0.003996,0.001803,0.000496,3539.538951,0.159549,19134,31171,33862,35651,36155,36581,37386,38182,38928,39639,39990,40355,41252,41955,43127,13.573594,2035,47792,36572.64398,37815,6,-2.930478,34048662.78,5835.123202,9456,24769,32155,35038,35684,36170,36995,37815,38631,39401,39778,40165,41091,41816,43001,3835
12.07004216,3,3,0.731053,0.268947,0.627367,0.089321,0.197321,0.11,0.39,0.48,0.53,0.55,0.56,0.58,0.61,0.63,0.65,0.66,0.68,0.72,0.76,0.88,0.11,0.637523,0.251945,0.11,28.267084,0.06,2.62,0.1,0.59725,0.61,0.3,0.47,0.51,0.55,0.57,0.58,0.6,0.62,0.64,0.66,0.68,0.69,0.74,0.79,1.495,1.614092,0.615914,0.150474,0.022642,0.044378,0.449801,0.493113,0.006729,0.001945,0.001614,0.000965,0.000663,0.000533,0.000245,2224.698526,0.085093,32144,34893,35850,37242,37771,38165,38842,39510,40140,40795,41116,41442,42309,43165,44625,25.015448,1716,47958,38973.12708,39326,2650,-3.09521,10998002.23,3316.323602,27606,34563,35584,36967,37518,37966,38662,39326,39970,40639,40983,41319,42178,43008,44545,3345
6.53738931,2,2,0.513815,0.486185,0.344518,0.114617,0.237956,0.11,0.17,0.33,0.42,0.45,0.47,0.5,0.52,0.55,0.57,0.58,0.6,0.66,0.79,1.13,0.13,0.580112,0.343514,0.13,9.418866,0.07,1.86,0.1,0.518802,0.52,0.15,0.35,0.41,0.47,0.49,0.5,0.53,0.55,0.57,0.6,0.62,0.64,0.79,0.98,1.425,1.087093,0.548559,0.178216,0.031761,0.072998,0.192262,0.584647,0.102122,0.02589,0.012978,0.003832,0.003189,0.001661,0.000377,3021.11536,0.122087,23847,34386,36199,37937,38431,38859,39656,40390,41166,41953,42379,42822,43829,44570,45696,15.898677,2018,50634,39387.67795,40120,183,-2.913776,23123967.65,4808.738675,17827,32217,35433,37524,38098,38554,39360,40120,40905,41720,42136,42617,43683,44444,45622,3948
244.2377796,3,3,0.611883,0.388117,0.452141,0.456785,0.100562,0.1,0.12,0.13,0.17,0.19,0.22,0.27,0.33,0.4,0.5,0.58,0.72,1.52,2.17,3.3,1.73,1.223614,1.177343,0.39,9.93347,0.16,4.89,0.1,0.581692,0.33,0.12,0.18,0.24,0.36,0.42,0.48,0.68,1.14,1.53,1.93,2.15,2.39,3,3.53,4.29,2.542745,0.898547,0.684851,0.469021,0.748624,0.100974,0.051912,0.039391,0.025311,0.016736,0.009013,0.003849,0.003362,0.000804,6603.52215,0.248124,13758,24600,31312,37323,38416,39057,40030,40860,41593,42230,42506,42819,43540,44122,45166,6.008506,2404,47680,36709.42546,40233,2,-1.911015,82964624.56,9108.491893,4958,14753,22220,32706,35969,37612,39226,40233,41130,41917,42259,42585,43360,43971,45034,4090
171.9359179,2,2,0.562127,0.437873,0.394517,0.279591,0.109058,0.1,0.11,0.12,0.15,0.16,0.17,0.2,0.23,0.28,0.33,0.38,0.44,1.08,1.48,1.9,1.16,0.757633,1.069806,0.22,7.716002,0.09,2.77,0.1,0.391184,0.23,0.11,0.14,0.17,0.23,0.26,0.3,0.38,0.55,1.03,1.31,1.42,1.52,1.75,1.92,2.24,2.312683,0.572852,0.418491,0.175135,0.738879,0.11913,0.025258,0.026305,0.035477,0.030987,0.016527,0.005702,0.001487,0.000193,5385.597747,0.21529,14766,27162,34182,37565,38259,38820,39806,40636,41228,41673,41890,42148,42877,43539,44593,7.926975,1935,46817,37266.67958,40148,15,-2.293915,64371085.73,8023.159336,6737,17086,25789,35474,37083,37976,39136,40148,40953,41499,41732,41979,42724,43384,44464,3631
194.4632119,1,1,0.342972,0.657028,0.200657,0.34517,0.117017,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.22,0.26,0.35,0.43,0.59,1.26,1.52,1.94,1.17,0.819369,1.0969,0.29,5.663198,0.09,2.89,0.1,0.426478,0.22,0.11,0.13,0.16,0.24,0.29,0.35,0.58,0.99,1.21,1.38,1.46,1.55,1.76,1.95,2.375,1.88078,0.633028,0.467804,0.218841,0.720079,0.089628,0.032816,0.049717,0.052821,0.034393,0.014339,0.004237,0.00138,0.000591,6535.119192,0.250038,13245,24225,31482,36776,37782,38424,39557,40519,41171,41667,41899,42192,43068,43760,44775,5.984106,2296,47571,36253.6302,39806,4,-1.911448,82170228.16,9064.779543,5012,14136,21576,32997,35454,37046,38615,39806,40795,41416,41694,41965,42831,43589,44679,4117
246.0135925,3,3,0.701608,0.298392,0.577734,1.095744,0.200708,0.1,0.12,0.14,0.21,0.28,0.38,0.72,1.14,1.55,2.03,2.31,2.63,3.47,4.08,5.22,2.01,2.363955,0.899832,2.03,3.142873,0.92,6.95,0.1,1.474847,1.14,0.15,0.49,0.91,1.44,1.64,1.83,2.22,2.6,3.01,3.43,3.65,3.88,4.45,5.01,5.775,0.945416,1.984038,1.327115,1.761235,0.416754,0.162014,0.144757,0.103494,0.077816,0.054209,0.025018,0.010784,0.004571,0.000583,10169.91119,0.41507,7530,14779,19837,26346,28804,30870,33920,36074,38016,39698,40611,41654,43763,45810,47947,2.239701,8316,52044,28894.2924,31870,0,-0.540365,143835415,11993.14033,2074,6408,10381,16924,19896,22588,27632,31871,34966,37406,38594,39740,42515,44596,47358,11807
131.4963715,1,1,0.357675,0.642325,0.21147,0.578096,0.09634,0.1,0.1,0.11,0.12,0.13,0.14,0.16,0.19,0.26,0.82,1.08,1.26,1.67,1.95,2.74,0.91,1.192871,1.177265,0.95,6.136988,0.08,5.28,0.1,0.599042,0.19,0.11,0.13,0.18,0.65,0.94,1.08,1.26,1.43,1.59,1.77,1.85,1.96,2.35,3.105,4.335,1.678234,0.925312,0.705231,0.497351,0.679193,0.08523,0.133649,0.074424,0.016279,0.003765,0.003277,0.00244,0.001604,0.000105,7893.424868,0.292418,11639,21583,27300,33797,35767,37059,38666,39842,40644,41391,41822,42352,43507,44179,45499,4.213611,3713,48570,34485.07899,38632,26,-1.423596,101688407.5,10084.06701,3699,11563,18098,27127,30361,33153,36791,38632,39954,40846,41296,41811,43191,43976,45304,6055
71.13567647,2,2,0.443812,0.556188,0.280256,0.511106,0.098307,0.1,0.1,0.11,0.12,0.13,0.13,0.15,0.17,0.2,0.29,0.43,0.91,1.56,2.15,3.02,1.73,1.165657,1.380765,0.3,7.212642,0.06,4.21,0.1,0.504043,0.17,0.1,0.12,0.15,0.27,0.47,0.86,1.19,1.43,1.71,2.02,2.2,2.35,2.78,3.23,3.88,2.145881,0.859318,0.695965,0.484367,0.762348,0.039325,0.065356,0.050536,0.033103,0.026236,0.012267,0.005517,0.003522,0.00179,6800.189593,0.259234,13160,24468,30978,35950,36967,37733,38887,39992,41406,42606,43131,43656,44682,45171,45906,5.485584,3745,53285,36256.78767,39029,24,-1.718857,88340837.14,9398.980644,4259,13850,21508,31995,34674,36087,37848,39029,40310,41883,42560,43182,44446,45018,45825,6164
